Matchday,Home Team,Away Team,Player In,Player Out,Time,Stoppage
24,Chelsea,Manchester United,Paul Scholes,Rafael,64,
24,Chelsea,Manchester United,Oriol Romeu,Daniel Sturridge,71,
24,Chelsea,Manchester United,Park Ji-Sung,Danny Welbeck,84,
24,Liverpool,Tottenham Hotspur,Luis Suárez,Dirk Kuyt,66,
24,Liverpool,Tottenham Hotspur,Louis Saha,Emmanuel Adebayor,72,
24,Liverpool,Tottenham Hotspur,Stewart Downing,Craig Bellamy,73,
24,Liverpool,Tottenham Hotspur,Danny Rose,Niko Kranjčar,88,
24,Manchester City,Fulham,James Milner,Samir Nasri,55,
24,Manchester City,Fulham,Bryan Ruiz,Dickson Etuhu,68,
24,Manchester City,Fulham,John Arne Riise,Philippe Senderos,73,
24,Manchester City,Fulham,Nigel de Jong,Sergio Agüero,80,
24,Manchester City,Fulham,Marcel Gecov,Moussa Dembélé,85,
24,Manchester City,Fulham,David Pizarro,Adam Johnson,90,
24,Newcastle United,Aston Villa,Papiss Demba Cissé,Leon Best,14,
24,Newcastle United,Aston Villa,Gabriel Obertan,Ryan Taylor,33,
24,Newcastle United,Aston Villa,Barry Bannan,Stephen Ireland,46,
24,Newcastle United,Aston Villa,Emile Heskey,Charles N'Zogbia,66,
24,Newcastle United,Aston Villa,Gary Gardner,Ciaran Clark,84,
24,Newcastle United,Aston Villa,Shola Ameobi,Demba Ba,90,
24,Norwich City,Bolton Wanderers,Russell Martin,Daniel Ayala,23,
24,Norwich City,Bolton Wanderers,Elliott Bennett,Zak Whitbread,40,
24,Norwich City,Bolton Wanderers,Kevin Davies,Fabrice Muamba,57,
24,Norwich City,Bolton Wanderers,Tuncay,Chris Eagles,73,
24,Norwich City,Bolton Wanderers,Steve Morison,Simeon Jackson,74,
24,Norwich City,Bolton Wanderers,Marvin Sordell,David Ngog,82,
24,Queens Park Rangers,Wolverhampton Wanderers,Sylvain Ebanks-Blake,Emmanuel Frimpong,24,
24,Queens Park Rangers,Wolverhampton Wanderers,Kevin Doyle,Richard Stearman,46,
24,Queens Park Rangers,Wolverhampton Wanderers,Fitz Hall,Luke Young,65,
24,Queens Park Rangers,Wolverhampton Wanderers,Armand Traoré,Shaun Derry,65,
24,Queens Park Rangers,Wolverhampton Wanderers,Robert Hulse,Bobby Zamora,74,
24,Queens Park Rangers,Wolverhampton Wanderers,Nenad Milijaš,Jamie O'Hara,87,
24,Stoke City,Sunderland,Ricardo Fuller,Cameron Jerome,40,
24,Stoke City,Sunderland,Jonathan Woodgate,Jermaine Pennant,45,
24,Stoke City,Sunderland,Ryan Shotton,Andy Wilkinson,85,
24,Stoke City,Sunderland,Ahmed Elmohamady,David Meyler,85,
24,West Bromwich Albion,Swansea City,Paul Scharner,Youssouf Mulumbu,64,
24,West Bromwich Albion,Swansea City,Simon Cox,Graham Dorrans,72,
24,West Bromwich Albion,Swansea City,Somen Tchoyi,Jerome Thomas,72,
24,West Bromwich Albion,Swansea City,Wayne Routledge,Nathan Dyer,88,
24,Wigan Athletic,Everton,Philip Neville,Tim Cahill,46,
24,Wigan Athletic,Everton,Nikica Jelavić,Denis Stracqualursi,60,
24,Wigan Athletic,Everton,Hugo Rodallega,Jordi Gómez,64,
24,Wigan Athletic,Everton,David Jones,Ronnie Stam,65,
24,Wigan Athletic,Everton,Albert Crusat,Franco Di Santo,69,
24,Wigan Athletic,Everton,Victor Anichebe,Tony Hibbert,81,
25,Aston Villa,Manchester City,Charles N'Zogbia,Emile Heskey,69,
25,Aston Villa,Manchester City,Stephen Ireland,Marc Albrighton,77,
25,Aston Villa,Manchester City,Samir Nasri,Adam Johnson,84,
25,Aston Villa,Manchester City,Edin Džeko,Sergio Agüero,89,
25,Aston Villa,Manchester City,Micah Richards,David Silva,90,1
25,Aston Villa,Manchester City,Nathan Baker,Richard Dunne,90,2
25,Blackburn Rovers,Queens Park Rangers,Adam Henley,Junior Hoilett,50,
25,Blackburn Rovers,Queens Park Rangers,Jamie Mackie,Ákos Buzsáky,66,
25,Blackburn Rovers,Queens Park Rangers,Anthony Modeste,Mauro Formica,66,
25,Blackburn Rovers,Queens Park Rangers,Daniel Gabbidon,Fitz Hall,90,4
25,Blackburn Rovers,Queens Park Rangers,David Goodwillie,Yakubu,90,
25,Bolton Wanderers,Wigan Athletic,Ryo Miyaichi,Martin Petrov,46,
25,Bolton Wanderers,Wigan Athletic,Tuncay,Chris Eagles,58,
25,Bolton Wanderers,Wigan Athletic,Ivan Klasnić,Kevin Davies,63,
25,Bolton Wanderers,Wigan Athletic,Hugo Rodallega,Jordi Gómez,74,
25,Bolton Wanderers,Wigan Athletic,David Jones,Franco Di Santo,90,2
25,Everton,Chelsea,Florent Malouda,Michael Essien,69,
25,Everton,Chelsea,Royston Drenthe,Steven Pienaar,75,
25,Everton,Chelsea,Ryan Bertrand,Ashley Cole,77,
25,Everton,Chelsea,Romelu Lukaku,Juan Mata,78,
25,Everton,Chelsea,Tony Hibbert,Darron Gibson,89,
25,Everton,Chelsea,Shane Duffy,Denis Stracqualursi,90,3
25,Fulham,Stoke City,Simon Davies,Pavel Pogrebnyak,62,
25,Fulham,Stoke City,Ricardo Fuller,Kenwyne Jones,65,
25,Fulham,Stoke City,Jermaine Pennant,Matthew Etherington,67,
25,Fulham,Stoke City,Ryan Shotton,Andy Wilkinson,68,
25,Fulham,Stoke City,Dickson Etuhu,Danny Murphy,80,
25,Fulham,Stoke City,Chris Baird,Bryan Ruiz,89,
25,Manchester United,Liverpool,Andy Carroll,Jay Spearing,61,
25,Manchester United,Liverpool,Craig Bellamy,Stewart Downing,61,
25,Manchester United,Liverpool,Charlie Adam,Dirk Kuyt,75,
25,Sunderland,Arsenal,Thierry Henry,Alex Oxlade-Chamberlain,66,
25,Sunderland,Arsenal,Aaron Ramsey,Per Mertesacker,72,
25,Sunderland,Arsenal,Andrey Arshavin,Theo Walcott,86,
25,Sunderland,Arsenal,Ji Dong-Won,Fraizer Campbell,87,
25,Swansea City,Norwich City,Leon Barnett,Adam Drury,57,
25,Swansea City,Norwich City,Mark Gower,Joshua McEachran,64,
25,Swansea City,Norwich City,Wayne Routledge,Nathan Dyer,73,
25,Swansea City,Norwich City,Leroy Lita,Scott Sinclair,73,
25,Swansea City,Norwich City,Wes Hoolahan,Elliott Bennett,77,
25,Swansea City,Norwich City,Steve Morison,Simeon Jackson,83,
25,Tottenham Hotspur,Newcastle United,Shane Ferguson,Gabriel Obertan,46,
25,Tottenham Hotspur,Newcastle United,Aaron Lennon,Gareth Bale,67,
25,Tottenham Hotspur,Newcastle United,Jermain Defoe,Louis Saha,67,
25,Tottenham Hotspur,Newcastle United,Dan Gosling,Papiss Demba Cissé,68,
25,Tottenham Hotspur,Newcastle United,Ryan Nelsen,Ledley King,75,
25,Tottenham Hotspur,Newcastle United,Peter Løvenkrands,Danny Guthrie,86,
25,Wolverhampton Wanderers,West Bromwich Albion,Keith Andrews,Paul Scharner,46,
25,Wolverhampton Wanderers,West Bromwich Albion,Christophe Berra,Sébastien Bassong,61,
25,Wolverhampton Wanderers,West Bromwich Albion,Nenad Milijaš,David Edwards,69,
25,Wolverhampton Wanderers,West Bromwich Albion,Simon Cox,Jerome Thomas,76,
25,Wolverhampton Wanderers,West Bromwich Albion,Graham Dorrans,Peter Odemwingie,89,
26,Arsenal,Tottenham Hotspur,Sandro,Louis Saha,46,
26,Arsenal,Tottenham Hotspur,Rafael van der Vaart,Niko Kranjčar,46,
26,Arsenal,Tottenham Hotspur,Carl Jenkinson,Kieran Gibbs,75,
26,Arsenal,Tottenham Hotspur,Alex Oxlade-Chamberlain,Theo Walcott,81,
26,Arsenal,Tottenham Hotspur,Michael Dawson,Ledley King,82,
26,Arsenal,Tottenham Hotspur,Gervinho,Yossi Benayoun,88,
26,Chelsea,Bolton Wanderers,Marvin Sordell,David Ngog,65,
26,Chelsea,Bolton Wanderers,Chris Eagles,Tuncay,75,
26,Chelsea,Bolton Wanderers,Fernando Torres,Didier Drogba,76,
26,Chelsea,Bolton Wanderers,Salomon Kalou,Daniel Sturridge,80,
26,Chelsea,Bolton Wanderers,John Obi Mikel,Ramires,88,
26,Liverpool,Everton,Leon Osman,Denis Stracqualursi,61,
26,Liverpool,Everton,Royston Drenthe,Séamus Coleman,61,
26,Liverpool,Everton,Nikica Jelavić,Victor Anichebe,61,
26,Liverpool,Everton,Dirk Kuyt,Jordan Henderson,72,
26,Manchester City,Blackburn Rovers,Rubén Rochina,Mauro Formica,69,
26,Manchester City,Blackburn Rovers,Steven N'Zonzi,Radosav Petrović,69,
26,Manchester City,Blackburn Rovers,David Pizarro,Adam Johnson,71,
26,Manchester City,Blackburn Rovers,Edin Džeko,Mario Balotelli,79,
26,Manchester City,Blackburn Rovers,James Milner,Yaya Touré,86,
26,Newcastle United,Wolverhampton Wanderers,Hatem Ben Arfa,Papiss Demba Cissé,65,
26,Newcastle United,Wolverhampton Wanderers,Danny Guthrie,Ryan Taylor,65,
26,Newcastle United,Wolverhampton Wanderers,Michael Kightly,Jamie O'Hara,70,
26,Newcastle United,Wolverhampton Wanderers,Shola Ameobi,Cheick Tioté,80,
26,Newcastle United,Wolverhampton Wanderers,Stephen Hunt,Matthew Jarvis,85,
26,Newcastle United,Wolverhampton Wanderers,Nenad Milijaš,Kevin Foley,90,2
26,Norwich City,Manchester United,Wes Hoolahan,Simeon Jackson,46,
26,Norwich City,Manchester United,Elliott Bennett,Bradley Johnson,63,
26,Norwich City,Manchester United,Ashley Young,Javier Hernández,63,
26,Norwich City,Manchester United,Aaron Wilbraham,Anthony Pilkington,70,
26,Norwich City,Manchester United,Chris Smalling,Ryan Giggs,90,3
26,Queens Park Rangers,Fulham,Armand Traoré,Taye Taïwo,72,
26,Queens Park Rangers,Fulham,Chris Baird,Danny Murphy,74,
26,Queens Park Rangers,Fulham,Damien Duff,Bryan Ruiz,78,
26,Queens Park Rangers,Fulham,Dickson Etuhu,Andrew Johnson,82,
26,Queens Park Rangers,Fulham,Ákos Buzsáky,Shaun Wright-Phillips,83,
26,Stoke City,Swansea City,Cameron Jerome,Matthew Etherington,68,
26,Stoke City,Swansea City,Luke Moore,Nathan Dyer,71,
26,Stoke City,Swansea City,Joshua McEachran,Scott Sinclair,71,
26,Stoke City,Swansea City,Rory Delap,Peter Crouch,87,
26,Stoke City,Swansea City,Wilson Palacios,Ryan Shotton,88,
26,West Bromwich Albion,Sunderland,Fraizer Campbell,Jack Colback,46,
26,West Bromwich Albion,Sunderland,Nicklas Bendtner,Kieran Richardson,46,
26,West Bromwich Albion,Sunderland,Wayne Bridge,Sebastian Larsson,59,
26,West Bromwich Albion,Sunderland,Graham Dorrans,Jerome Thomas,64,
26,West Bromwich Albion,Sunderland,Nicky Shorey,Youssouf Mulumbu,77,
26,West Bromwich Albion,Sunderland,Shane Long,Peter Odemwingie,81,
26,Wigan Athletic,Aston Villa,Hugo Rodallega,Jordi Gómez,65,
26,Wigan Athletic,Aston Villa,Emile Heskey,Marc Albrighton,70,
26,Wigan Athletic,Aston Villa,Stephen Ireland,Gary Gardner,74,
26,Wigan Athletic,Aston Villa,Charles N'Zogbia,Darren Bent,79,
26,Wigan Athletic,Aston Villa,Mohamed Diamé,James McCarthy,79,
26,Wigan Athletic,Aston Villa,Albert Crusat,Victor Moses,89,
27,Blackburn Rovers,Aston Villa,David Dunn,Mauro Formica,46,
27,Blackburn Rovers,Aston Villa,Marcus Olsson,Radosav Petrović,46,
27,Blackburn Rovers,Aston Villa,Barry Bannan,Charles N'Zogbia,75,
27,Blackburn Rovers,Aston Villa,Gary Gardner,Chris Herd,75,
27,Blackburn Rovers,Aston Villa,Andreas Weimann,Marc Albrighton,90,1
27,Fulham,Wolverhampton Wanderers,Nenad Milijaš,Karl Henry,18,
27,Fulham,Wolverhampton Wanderers,Steven Fletcher,Michael Kightly,60,
27,Fulham,Wolverhampton Wanderers,Mahamadou Diarra,Danny Murphy,68,
27,Fulham,Wolverhampton Wanderers,Simon Davies,Damien Duff,80,
27,Fulham,Wolverhampton Wanderers,Stephen Hunt,Kevin Foley,83,
27,Fulham,Wolverhampton Wanderers,Kerim Frei,Pavel Pogrebnyak,85,
27,Liverpool,Arsenal,Vassiriki Abou Diaby,Mikel Arteta,53,
27,Liverpool,Arsenal,Gervinho,Yossi Benayoun,74,
27,Liverpool,Arsenal,Alex Oxlade-Chamberlain,Vassiriki Abou Diaby,80,
27,Liverpool,Arsenal,Craig Bellamy,Stewart Downing,88,
27,Liverpool,Arsenal,Andy Carroll,Jay Spearing,90,2
27,Manchester City,Bolton Wanderers,Kolo Touré,Pablo Zabaleta,19,
27,Manchester City,Bolton Wanderers,Edin Džeko,David Pizarro,61,
27,Manchester City,Bolton Wanderers,James Milner,Samir Nasri,84,
27,Manchester City,Bolton Wanderers,Fabrice Muamba,Darren Pratley,87,
27,Newcastle United,Sunderland,Hatem Ben Arfa,Davide Santon,46,
27,Newcastle United,Sunderland,Fraizer Campbell,Nicklas Bendtner,72,
27,Newcastle United,Sunderland,Shola Ameobi,Papiss Demba Cissé,72,
27,Newcastle United,Sunderland,Jack Colback,Sebastian Larsson,74,
27,Newcastle United,Sunderland,Wayne Bridge,Kieran Richardson,85,
27,Newcastle United,Sunderland,Peter Løvenkrands,Ryan Taylor,89,
27,Queens Park Rangers,Everton,Leon Osman,Royston Drenthe,63,
27,Queens Park Rangers,Everton,Nikica Jelavić,Tim Cahill,63,
27,Queens Park Rangers,Everton,Jamie Mackie,Adel Taarabt,80,
27,Queens Park Rangers,Everton,Séamus Coleman,Denis Stracqualursi,88,
27,Stoke City,Norwich City,Jermaine Pennant,Andy Wilkinson,25,
27,Stoke City,Norwich City,Simeon Jackson,Anthony Pilkington,46,
27,Stoke City,Norwich City,Cameron Jerome,Jonathan Walters,69,
27,Stoke City,Norwich City,Kenwyne Jones,Peter Crouch,69,
27,Stoke City,Norwich City,Aaron Wilbraham,Jonathan Howson,75,
27,Stoke City,Norwich City,David Fox,Bradley Johnson,79,
27,Tottenham Hotspur,Manchester United,Ryan Giggs,Paul Scholes,61,
27,Tottenham Hotspur,Manchester United,Park Ji-Sung,Nani,79,
27,Tottenham Hotspur,Manchester United,Jermain Defoe,Louis Saha,80,
27,Tottenham Hotspur,Manchester United,Niko Kranjčar,Sandro,80,
27,Tottenham Hotspur,Manchester United,Danny Rose,Aaron Lennon,84,
27,West Bromwich Albion,Chelsea,Gabriel Tamaș,Steven Reid,57,
27,West Bromwich Albion,Chelsea,Florent Malouda,Daniel Sturridge,63,
27,West Bromwich Albion,Chelsea,Chris Brunt,Jerome Thomas,64,
27,West Bromwich Albion,Chelsea,Fernando Torres,Michael Essien,76,
27,West Bromwich Albion,Chelsea,Raul Meireles,Branislav Ivanović,84,
27,West Bromwich Albion,Chelsea,Shane Long,Marc-Antoine Fortuné,84,
27,Wigan Athletic,Swansea City,Mohamed Diamé,Conor Sammon,46,
27,Wigan Athletic,Swansea City,Victor Moses,James McArthur,46,
27,Wigan Athletic,Swansea City,Alan Tate,Gylfi Sigurðsson,63,
27,Wigan Athletic,Swansea City,Hugo Rodallega,Maynor Figueroa,67,
27,Wigan Athletic,Swansea City,Luke Moore,Danny Graham,75,
28,Arsenal,Newcastle United,James Perch,Davide Santon,46,
28,Arsenal,Newcastle United,Shola Ameobi,Gabriel Obertan,61,
28,Arsenal,Newcastle United,Gervinho,Alex Oxlade-Chamberlain,68,
28,Arsenal,Newcastle United,Aaron Ramsey,Tomáš Rosický,76,
28,Arsenal,Newcastle United,Danny Guthrie,Cheick Tioté,81,
28,Aston Villa,Fulham,Mahamadou Diarra,Danny Murphy,46,
28,Aston Villa,Fulham,Bryan Ruiz,Andrew Johnson,67,
28,Aston Villa,Fulham,Andreas Weimann,Charles N'Zogbia,71,
28,Aston Villa,Fulham,Barry Bannan,Chris Herd,82,
28,Aston Villa,Fulham,Gary Gardner,Stiliyan Petrov,90,
28,Bolton Wanderers,Queens Park Rangers,Chris Eagles,Martin Petrov,71,
28,Bolton Wanderers,Queens Park Rangers,Taye Taïwo,Armand Traoré,79,
28,Bolton Wanderers,Queens Park Rangers,Ákos Buzsáky,Shaun Derry,79,
28,Bolton Wanderers,Queens Park Rangers,Ivan Klasnić,Darren Pratley,80,
28,Bolton Wanderers,Queens Park Rangers,Jamie Mackie,Shaun Wright-Phillips,80,
28,Bolton Wanderers,Queens Park Rangers,Fabrice Muamba,David Ngog,89,
28,Chelsea,Stoke City,Juan Mata,Raul Meireles,37,
28,Chelsea,Stoke City,David Luiz,Branislav Ivanović,46,
28,Chelsea,Stoke City,Matthew Upson,Marc Wilson,50,
28,Chelsea,Stoke City,Wilson Palacios,Salif Diao,50,
28,Chelsea,Stoke City,Cameron Jerome,Kenwyne Jones,60,
28,Chelsea,Stoke City,Daniel Sturridge,John Obi Mikel,67,
28,Everton,Tottenham Hotspur,Louis Saha,Emmanuel Adebayor,54,
28,Everton,Tottenham Hotspur,Jack Rodwell,Royston Drenthe,65,
28,Everton,Tottenham Hotspur,Rafael van der Vaart,Sandro,68,
28,Everton,Tottenham Hotspur,Denis Stracqualursi,Nikica Jelavić,78,
28,Everton,Tottenham Hotspur,Phil Jagielka,Séamus Coleman,82,
28,Everton,Tottenham Hotspur,Jake Livermore,Scott Parker,86,
28,Manchester United,West Bromwich Albion,Nicky Shorey,Chris Brunt,72,
28,Manchester United,West Bromwich Albion,Paul Scharner,Keith Andrews,72,
28,Manchester United,West Bromwich Albion,Paul Pogba,Paul Scholes,72,
28,Manchester United,West Bromwich Albion,Tom Cleverley,Danny Welbeck,77,
28,Manchester United,West Bromwich Albion,Shane Long,Marc-Antoine Fortuné,77,
28,Norwich City,Wigan Athletic,Shaun Maloney,Jordi Gómez,56,
28,Norwich City,Wigan Athletic,Steve Morison,Grant Holt,59,
28,Norwich City,Wigan Athletic,Elliott Bennett,Andrew Crofts,69,
28,Norwich City,Wigan Athletic,Anthony Pilkington,Andrew Surman,70,
28,Norwich City,Wigan Athletic,Mohamed Diamé,James McCarthy,85,
28,Sunderland,Liverpool,Andy Carroll,Charlie Adam,69,
28,Sunderland,Liverpool,Steven Gerrard,Craig Bellamy,69,
28,Sunderland,Liverpool,David Vaughan,Fraizer Campbell,75,
28,Sunderland,Liverpool,Stewart Downing,Jordan Henderson,79,
28,Sunderland,Liverpool,Connor Wickham,Nicklas Bendtner,83,
28,Swansea City,Manchester City,Sergio Agüero,Gareth Barry,37,
28,Swansea City,Manchester City,Luke Moore,Danny Graham,79,
28,Swansea City,Manchester City,Adam Johnson,Nigel de Jong,84,
28,Swansea City,Manchester City,Edin Džeko,David Silva,87,
28,Swansea City,Manchester City,Garry Monk,Wayne Routledge,87,
28,Wolverhampton Wanderers,Blackburn Rovers,Michael Kightly,David Edwards,60,
28,Wolverhampton Wanderers,Blackburn Rovers,Nenad Milijaš,David Davis,75,
28,Wolverhampton Wanderers,Blackburn Rovers,David Dunn,Morten Gamst Pedersen,75,
28,Wolverhampton Wanderers,Blackburn Rovers,Sylvain Ebanks-Blake,Kevin Doyle,81,
29,Aston Villa,Bolton Wanderers,Kevin Davies,Ryo Miyaichi,46,
29,Aston Villa,Bolton Wanderers,Gabriel Agbonlahor,Emile Heskey,70,
29,Aston Villa,Bolton Wanderers,Ivan Klasnić,David Ngog,72,
29,Aston Villa,Bolton Wanderers,Barry Bannan,Marc Albrighton,77,
29,Aston Villa,Bolton Wanderers,Marcos Alonso Mendoza,Chris Eagles,86,
29,Aston Villa,Bolton Wanderers,Nathan Delfouneso,Chris Herd,88,
29,Blackburn Rovers,Sunderland,Ji Dong-Won,Fraizer Campbell,72,
29,Blackburn Rovers,Sunderland,Jack Colback,Wayne Bridge,77,
29,Blackburn Rovers,Sunderland,Bradley Orr,Mauro Formica,79,
29,Everton,Arsenal,Magaye Gueye,Leon Osman,78,
29,Everton,Arsenal,Victor Anichebe,Royston Drenthe,78,
29,Everton,Arsenal,Gervinho,Theo Walcott,79,
29,Everton,Arsenal,Denis Stracqualursi,Tim Cahill,87,
29,Everton,Arsenal,Johan Djourou,Tomáš Rosický,87,
29,Fulham,Swansea City,Damien Duff,Bryan Ruiz,54,
29,Fulham,Swansea City,Kerim Frei,Andrew Johnson,68,
29,Fulham,Swansea City,Danny Murphy,Mahamadou Diarra,72,
29,Fulham,Swansea City,Luke Moore,Danny Graham,90,2
29,Fulham,Swansea City,Mark Gower,Gylfi Sigurðsson,90,2
29,Fulham,Swansea City,Alan Tate,Neil Taylor,90,2
29,Manchester City,Chelsea,José Bosingwa,Branislav Ivanović,21,
29,Manchester City,Chelsea,Gareth Barry,Mario Balotelli,46,
29,Manchester City,Chelsea,Michael Essien,Raul Meireles,58,
29,Manchester City,Chelsea,Carlos Tevez,Nigel de Jong,66,
29,Manchester City,Chelsea,Didier Drogba,Fernando Torres,73,
29,Manchester City,Chelsea,Edin Džeko,David Silva,76,
29,Newcastle United,Norwich City,Davide Santon,Hatem Ben Arfa,63,
29,Newcastle United,Norwich City,Shola Ameobi,Papiss Demba Cissé,69,
29,Newcastle United,Norwich City,Dan Gosling,Danny Guthrie,76,
29,Newcastle United,Norwich City,Grant Holt,Jonathan Howson,77,
29,Newcastle United,Norwich City,Wes Hoolahan,Adam Drury,82,
29,Newcastle United,Norwich City,Russell Martin,Anthony Pilkington,85,
29,Queens Park Rangers,Liverpool,Sebastián Coates,Martin Kelly,34,
29,Queens Park Rangers,Liverpool,Taye Taïwo,Armand Traoré,46,
29,Queens Park Rangers,Liverpool,Jordan Henderson,Charlie Adam,46,
29,Queens Park Rangers,Liverpool,Jamie Mackie,Joey Barton,62,
29,Queens Park Rangers,Liverpool,Andy Carroll,Luis Suárez,82,
29,Queens Park Rangers,Liverpool,Ákos Buzsáky,Djibril Cissé,88,
29,Tottenham Hotspur,Stoke City,Glenn Whelan,Salif Diao,26,
29,Tottenham Hotspur,Stoke City,Jermain Defoe,Niko Kranjčar,46,
29,Tottenham Hotspur,Stoke City,Dean Whitehead,Wilson Palacios,57,
29,Tottenham Hotspur,Stoke City,Giovani dos Santos,Louis Saha,73,
29,Tottenham Hotspur,Stoke City,Rory Delap,Cameron Jerome,83,
29,Tottenham Hotspur,Stoke City,Ryan Nelsen,Ledley King,83,
29,Wigan Athletic,West Bromwich Albion,Callum McManaman,James McArthur,80,
29,Wigan Athletic,West Bromwich Albion,Mohamed Diamé,Shaun Maloney,80,
29,Wigan Athletic,West Bromwich Albion,Keith Andrews,Youssouf Mulumbu,80,
29,Wigan Athletic,West Bromwich Albion,Graham Dorrans,Jerome Thomas,86,
29,Wigan Athletic,West Bromwich Albion,Albert Crusat,Maynor Figueroa,89,
29,Wolverhampton Wanderers,Manchester United,Eggert Gunnþór Jónsson,David Davis,43,
29,Wolverhampton Wanderers,Manchester United,Michael Kightly,Kevin Doyle,58,
29,Wolverhampton Wanderers,Manchester United,Paul Pogba,Michael Carrick,58,
29,Wolverhampton Wanderers,Manchester United,Fábio,Patrice Evra,63,
29,Wolverhampton Wanderers,Manchester United,Chris Smalling,Jonny Evans,74,
29,Wolverhampton Wanderers,Manchester United,Sylvain Ebanks-Blake,Steven Fletcher,77,
30,Arsenal,Aston Villa,Gary Gardner,Chris Herd,52,
30,Arsenal,Aston Villa,Andreas Weimann,Emile Heskey,65,
30,Arsenal,Aston Villa,Aaron Ramsey,Gervinho,68,
30,Arsenal,Aston Villa,André Santos,Kieran Gibbs,68,
30,Arsenal,Aston Villa,Alex Oxlade-Chamberlain,Theo Walcott,77,
30,Arsenal,Aston Villa,Eric Lichaj,Alan Hutton,78,
30,Bolton Wanderers,Blackburn Rovers,David Dunn,Mauro Formica,65,
30,Bolton Wanderers,Blackburn Rovers,Ivan Klasnić,David Ngog,78,
30,Chelsea,Tottenham Hotspur,David Luiz,José Bosingwa,60,
30,Chelsea,Tottenham Hotspur,Fernando Torres,Michael Essien,75,
30,Chelsea,Tottenham Hotspur,Louis Saha,Rafael van der Vaart,76,
30,Chelsea,Tottenham Hotspur,Jake Livermore,Sandro,76,
30,Chelsea,Tottenham Hotspur,Salomon Kalou,Daniel Sturridge,89,
30,Liverpool,Wigan Athletic,Albert Crusat,Victor Moses,42,
30,Liverpool,Wigan Athletic,Andy Carroll,Jordan Henderson,46,
30,Liverpool,Wigan Athletic,Ben Watson,Jean Beausejour,62,
30,Liverpool,Wigan Athletic,Jonjo Shelvey,Stewart Downing,73,
30,Liverpool,Wigan Athletic,Conor Sammon,Franco Di Santo,81,
30,Liverpool,Wigan Athletic,Raheem Sterling,Dirk Kuyt,84,
30,Manchester United,Fulham,Javier Hernández,Danny Welbeck,63,
30,Manchester United,Fulham,Bryan Ruiz,Kerim Frei,67,
30,Manchester United,Fulham,Danny Murphy,Mahamadou Diarra,71,
30,Manchester United,Fulham,Chris Smalling,Rio Ferdinand,74,
30,Manchester United,Fulham,Paul Scholes,Wayne Rooney,78,
30,Norwich City,Wolverhampton Wanderers,Kyle Naughton,Simon Lappin,46,
30,Norwich City,Wolverhampton Wanderers,Nenad Milijaš,Eggert Gunnþór Jónsson,64,
30,Norwich City,Wolverhampton Wanderers,Sylvain Ebanks-Blake,Kevin Doyle,65,
30,Norwich City,Wolverhampton Wanderers,Andrew Surman,Elliott Bennett,66,
30,Norwich City,Wolverhampton Wanderers,Steve Morison,Simeon Jackson,73,
30,Norwich City,Wolverhampton Wanderers,John Gorman,Michael Kightly,89,
30,Stoke City,Manchester City,Jermaine Pennant,Cameron Jerome,51,
30,Stoke City,Manchester City,Adam Johnson,David Silva,62,
30,Stoke City,Manchester City,Carlos Tevez,Gareth Barry,74,
30,Stoke City,Manchester City,Wilson Palacios,Matthew Etherington,81,
30,Stoke City,Manchester City,James Milner,Pablo Zabaleta,84,
30,Stoke City,Manchester City,Kenwyne Jones,Peter Crouch,90,2
30,Sunderland,Queens Park Rangers,Fraizer Campbell,John O'Shea,27,
30,Sunderland,Queens Park Rangers,Ákos Buzsáky,Samba Diakité,52,
30,Sunderland,Queens Park Rangers,Shaun Wright-Phillips,Adel Taarabt,60,
30,Sunderland,Queens Park Rangers,David Meyler,Wayne Bridge,70,
30,Sunderland,Queens Park Rangers,Jay Bothroyd,Bobby Zamora,82,
30,Sunderland,Queens Park Rangers,Ahmed Elmohamady,Nicklas Bendtner,82,
30,Swansea City,Everton,Marouane Fellaini,Tim Cahill,58,
30,Swansea City,Everton,Luke Moore,Danny Graham,71,
30,Swansea City,Everton,Leroy Lita,Wayne Routledge,71,
30,Swansea City,Everton,Joshua McEachran,Scott Sinclair,72,
30,Swansea City,Everton,Denis Stracqualursi,Nikica Jelavić,81,
30,Swansea City,Everton,Johnny Heitinga,Darron Gibson,84,
30,West Bromwich Albion,Newcastle United,Davide Santon,Fabricio Coloccini,46,
30,West Bromwich Albion,Newcastle United,Chris Brunt,Jerome Thomas,46,
30,West Bromwich Albion,Newcastle United,Shane Long,Keith Andrews,46,
30,West Bromwich Albion,Newcastle United,Paul Scharner,Youssouf Mulumbu,73,
30,West Bromwich Albion,Newcastle United,Shola Ameobi,Hatem Ben Arfa,75,
30,West Bromwich Albion,Newcastle United,Shane Ferguson,Papiss Demba Cissé,79,
31,Aston Villa,Chelsea,Gary Cahill,David Luiz,46,
31,Aston Villa,Chelsea,Ramires,Salomon Kalou,59,
31,Aston Villa,Chelsea,Marc Albrighton,Chris Herd,70,
31,Aston Villa,Chelsea,Florent Malouda,Juan Mata,74,
31,Aston Villa,Chelsea,Emile Heskey,Andreas Weimann,82,
31,Blackburn Rovers,Manchester United,Danny Welbeck,Javier Hernández,61,
31,Blackburn Rovers,Manchester United,Ryan Giggs,Phil Jones,63,
31,Blackburn Rovers,Manchester United,Ashley Young,Paul Scholes,79,
31,Everton,West Bromwich Albion,Magaye Gueye,Leon Osman,46,
