Matchday,Home Team,Away Team,Player,Foul,Card,Time,Stoppage
1,Blackburn Rovers,Wolverhampton Wanderers,Roger Johnson,Reckless challenge,Yellow,19,
1,Blackburn Rovers,Wolverhampton Wanderers,Richard Stearman,Reckless challenge,Yellow,21,
1,Blackburn Rovers,Wolverhampton Wanderers,David Dunn,Reckless challenge,Yellow,36,
1,Blackburn Rovers,Wolverhampton Wanderers,Brett Emerton,Reckless challenge,Yellow,38,
1,Blackburn Rovers,Wolverhampton Wanderers,Jason Roberts,Dissent,Yellow,60,
1,Blackburn Rovers,Wolverhampton Wanderers,Steven N'Zonzi,Reckless challenge,Yellow,89,
1,Fulham,Aston Villa,Danny Murphy,Reckless challenge,Yellow,21,
1,Fulham,Aston Villa,Gabriel Agbonlahor,Reckless challenge,Yellow,45,2
1,Fulham,Aston Villa,Emile Heskey,Reckless challenge,Yellow,58,
1,Fulham,Aston Villa,Moussa Dembélé,Off-ball infraction,Yellow,82,
1,Fulham,Aston Villa,Stiliyan Petrov,Off-ball infraction,Yellow,82,
1,Fulham,Aston Villa,Richard Dunne,Reckless challenge,Yellow,84,
1,Liverpool,Sunderland,Kieran Richardson,Reckless challenge,Yellow,6,
1,Liverpool,Sunderland,Lee Cattermole,Reckless challenge,Yellow,27,
1,Liverpool,Sunderland,Phillip Bardsley,Dissent,Yellow,45,1
1,Liverpool,Sunderland,Jamie Carragher,Reckless challenge,Yellow,45,
1,Liverpool,Sunderland,Jordan Henderson,Reckless challenge,Yellow,60,
1,Liverpool,Sunderland,Charlie Adam,Reckless challenge,Yellow,66,
1,Liverpool,Sunderland,Dirk Kuyt,Reckless challenge,Yellow,72,
1,Liverpool,Sunderland,Sebastian Larsson,Reckless challenge,Yellow,78,
1,Newcastle United,Arsenal,Alexandre Song,Reckless challenge,Yellow,29,
1,Newcastle United,Arsenal,Fabricio Coloccini,Reckless challenge,Yellow,45,1
1,Newcastle United,Arsenal,Kieran Gibbs,Reckless challenge,Yellow,48,
1,Newcastle United,Arsenal,Tomáš Rosický,Reckless challenge,Yellow,52,
1,Newcastle United,Arsenal,Cheick Tioté,Reckless challenge,Yellow,67,
1,Newcastle United,Arsenal,Joey Barton,Off-ball infraction,Yellow,76,
1,Newcastle United,Arsenal,Gervinho,Violent conduct,Red,76,
1,Newcastle United,Arsenal,Wojciech Szczęsny,Dissent,Yellow,78,
1,Newcastle United,Arsenal,Thomas Vermaelen,Reckless challenge,Yellow,90,1
1,Queens Park Rangers,Bolton Wanderers,Nigel Reo-Coker,Reckless challenge,Yellow,31,
1,Queens Park Rangers,Bolton Wanderers,Clint Hill,Reckless challenge,Yellow,52,
1,Queens Park Rangers,Bolton Wanderers,Gary Cahill,Reckless challenge,Yellow,76,
1,Queens Park Rangers,Bolton Wanderers,Clint Hill,Off-ball infraction,Yellow/Red,90,4
1,Stoke City,Chelsea,Ryan Shawcross,Reckless challenge,Yellow,10,
1,Stoke City,Chelsea,Ashley Cole,Reckless challenge,Yellow,66,
1,Stoke City,Chelsea,Marc Wilson,Reckless challenge,Yellow,80,
1,Stoke City,Chelsea,Frank Lampard,Reckless challenge,Yellow,88,
1,Tottenham Hotspur,Everton,Landon Donovan,Reckless challenge,Yellow,45,2
1,Tottenham Hotspur,Everton,Aaron Lennon,Reckless challenge,Yellow,74,
1,Tottenham Hotspur,Everton,Tim Cahill,Reckless challenge,Yellow,83,
1,Tottenham Hotspur,Everton,Marouane Fellaini,Reckless challenge,Yellow,85,
1,West Bromwich Albion,Manchester United,Steven Reid,Reckless challenge,Yellow,39,
1,West Bromwich Albion,Manchester United,Ashley Young,Reckless challenge,Yellow,56,
1,West Bromwich Albion,Manchester United,Anderson,Dissent,Yellow,80,
1,West Bromwich Albion,Manchester United,Paul Scharner,Reckless challenge,Yellow,87,
1,West Bromwich Albion,Manchester United,Simon Cox,Reckless challenge,Yellow,90,1
1,Wigan Athletic,Norwich City,David Fox,Reckless challenge,Yellow,1,
1,Wigan Athletic,Norwich City,Steve Morison,Dissent,Yellow,72,
1,Wigan Athletic,Norwich City,Mohamed Diamé,Reckless challenge,Yellow,83,
1,Wigan Athletic,Norwich City,Ben Watson,Reckless challenge,Yellow,85,
2,Arsenal,Liverpool,Emmanuel Frimpong,Persistent infringement,Yellow,8,
2,Arsenal,Liverpool,Andy Carroll,Dissent,Yellow,28,
2,Arsenal,Liverpool,Lucas Leiva,Reckless challenge,Yellow,45,
2,Arsenal,Liverpool,Emmanuel Frimpong,Reckless challenge,Yellow/Red,70,
2,Arsenal,Liverpool,Henri Lansbury,Reckless challenge,Yellow,89,
2,Aston Villa,Blackburn Rovers,Emile Heskey,Reckless challenge,Yellow,55,
2,Aston Villa,Blackburn Rovers,Fabian Delph,Reckless challenge,Yellow,58,
2,Aston Villa,Blackburn Rovers,Stiliyan Petrov,Reckless challenge,Yellow,80,
2,Bolton Wanderers,Manchester City,Fabrice Muamba,Reckless challenge,Yellow,44,
2,Bolton Wanderers,Manchester City,Kevin Davies,Reckless challenge,Yellow,44,
2,Chelsea,West Bromwich Albion,Gabriel Tamaș,Reckless challenge,Yellow,7,
2,Chelsea,West Bromwich Albion,Frank Lampard,Reckless challenge,Yellow,34,
2,Chelsea,West Bromwich Albion,Youssouf Mulumbu,Reckless challenge,Yellow,45,
2,Chelsea,West Bromwich Albion,Jonas Olsson,Reckless challenge,Yellow,60,
2,Chelsea,West Bromwich Albion,Peter Odemwingie,Reckless challenge,Yellow,90,1
2,Chelsea,West Bromwich Albion,John Terry,Reckless challenge,Yellow,90,
2,Everton,Queens Park Rangers,Fitz Hall,Reckless challenge,Yellow,39,
2,Everton,Queens Park Rangers,Leon Osman,Reckless challenge,Yellow,81,
2,Manchester United,Tottenham Hotspur,Jonny Evans,Reckless challenge,Yellow,37,
2,Manchester United,Tottenham Hotspur,Michael Dawson,Reckless challenge,Yellow,40,
2,Manchester United,Tottenham Hotspur,Jermain Defoe,Reckless challenge,Yellow,90,2
2,Norwich City,Stoke City,Jonathan Woodgate,Reckless challenge,Yellow,37,
2,Norwich City,Stoke City,Ryan Shawcross,Dissent,Yellow,39,
2,Norwich City,Stoke City,Leon Barnett,Professional foul,Red,63,
2,Sunderland,Newcastle United,Yohan Cabaye,Reckless challenge,Yellow,25,
2,Sunderland,Newcastle United,Wes Brown,Reckless challenge,Yellow,36,
2,Sunderland,Newcastle United,Ryan Taylor,Reckless challenge,Yellow,38,
2,Sunderland,Newcastle United,Lee Cattermole,Reckless challenge,Yellow,67,
2,Sunderland,Newcastle United,Phillip Bardsley,Dissent,Yellow,68,
2,Sunderland,Newcastle United,Joey Barton,Dissent,Yellow,68,
2,Sunderland,Newcastle United,Phillip Bardsley,Reckless challenge,Red,89,
2,Swansea City,Wigan Athletic,James McCarthy,Reckless challenge,Yellow,18,
2,Swansea City,Wigan Athletic,Jordi Gómez,Reckless challenge,Yellow,25,
2,Swansea City,Wigan Athletic,Victor Moses,Reckless challenge,Yellow,76,
2,Wolverhampton Wanderers,Fulham,Kevin Doyle,Excessive celebration,Yellow,42,
2,Wolverhampton Wanderers,Fulham,Moussa Dembélé,Reckless challenge,Yellow,47,
2,Wolverhampton Wanderers,Fulham,John Arne Riise,Reckless challenge,Yellow,60,
2,Wolverhampton Wanderers,Fulham,Stephen Hunt,Reckless challenge,Yellow,71,
3,Aston Villa,Wolverhampton Wanderers,Fabian Delph,Off-ball infraction,Yellow,6,
3,Aston Villa,Wolverhampton Wanderers,Jamie O'Hara,Reckless challenge,Yellow,45,1
3,Aston Villa,Wolverhampton Wanderers,Karl Henry,Reckless challenge,Yellow,63,
3,Aston Villa,Wolverhampton Wanderers,Richard Stearman,Off-ball infraction,Yellow,72,
3,Blackburn Rovers,Everton,Victor Anichebe,Off-ball infraction,Yellow,14,
3,Blackburn Rovers,Everton,Míchel Salgado,Reckless challenge,Yellow,14,
3,Blackburn Rovers,Everton,Junior Hoilett,Reckless challenge,Yellow,24,
3,Blackburn Rovers,Everton,Radosav Petrović,Reckless challenge,Yellow,45,1
3,Blackburn Rovers,Everton,Mikel Arteta,Reckless challenge,Yellow,53,
3,Blackburn Rovers,Everton,Steven N'Zonzi,Off-ball infraction,Yellow,55,
3,Blackburn Rovers,Everton,Christopher Samba,Dissent,Yellow,90,3
3,Chelsea,Norwich City,José Bosingwa,Reckless challenge,Yellow,36,
3,Chelsea,Norwich City,Andrew Crofts,Reckless challenge,Yellow,41,
3,Chelsea,Norwich City,Fernando Torres,Reckless challenge,Yellow,56,
3,Chelsea,Norwich City,Kyle Naughton,Reckless challenge,Yellow,59,
3,Chelsea,Norwich City,John Ruddy,Professional foul,Red,80,
3,Liverpool,Bolton Wanderers,Grétar Steinsson,Handball,Yellow,44,
3,Liverpool,Bolton Wanderers,Ivan Klasnić,Reckless challenge,Yellow,49,
3,Manchester United,Arsenal,Andrey Arshavin,Reckless challenge,Yellow,15,
3,Manchester United,Arsenal,Ashley Young,Dissent,Yellow,27,
3,Manchester United,Arsenal,Jonny Evans,Reckless challenge,Yellow,27,
3,Manchester United,Arsenal,Carl Jenkinson,Reckless challenge,Yellow,40,
3,Manchester United,Arsenal,Johan Djourou,Reckless challenge,Yellow,63,
3,Manchester United,Arsenal,Carl Jenkinson,Persistent infringement,Yellow/Red,77,
3,Newcastle United,Fulham,Steve Sidwell,Reckless challenge,Yellow,64,
3,Newcastle United,Fulham,Danny Simpson,Reckless challenge,Yellow,87,
3,Newcastle United,Fulham,Alan Smith,Reckless challenge,Yellow,90,5
3,Swansea City,Sunderland,Kemy Agustien,Dissent,Yellow,59,
3,Swansea City,Sunderland,Craig Gardner,Reckless challenge,Yellow,83,
3,Tottenham Hotspur,Manchester City,Benoît Assou-Ekotto,Reckless challenge,Yellow,10,
3,Tottenham Hotspur,Manchester City,Gareth Barry,Reckless challenge,Yellow,20,
3,Tottenham Hotspur,Manchester City,Pablo Zabaleta,Reckless challenge,Yellow,23,
3,Tottenham Hotspur,Manchester City,Yaya Touré,Delaying restart,Yellow,25,
3,Tottenham Hotspur,Manchester City,Rafael van der Vaart,Reckless challenge,Yellow,31,
3,Tottenham Hotspur,Manchester City,Stefan Savić,Off-ball infraction,Yellow,76,
3,Wigan Athletic,Queens Park Rangers,Piscu,Reckless challenge,Yellow,33,
3,Wigan Athletic,Queens Park Rangers,Gary Caldwell,Reckless challenge,Yellow,77,
4,Arsenal,Swansea City,Kemy Agustien,Reckless challenge,Yellow,25,
4,Arsenal,Swansea City,Theo Walcott,Reckless challenge,Yellow,49,
4,Arsenal,Swansea City,Laurent Koscielny,Reckless challenge,Yellow,53,
4,Arsenal,Swansea City,Steven Caulker,Reckless challenge,Yellow,68,
4,Arsenal,Swansea City,Mikel Arteta,Reckless challenge,Yellow,78,
4,Bolton Wanderers,Manchester United,Kevin Davies,Reckless challenge,Yellow,13,
4,Bolton Wanderers,Manchester United,Mark Davies,Reckless challenge,Yellow,20,
4,Everton,Aston Villa,Phil Jagielka,Reckless challenge,Yellow,66,
4,Everton,Aston Villa,Gabriel Agbonlahor,Excessive celebration,Yellow,84,
4,Fulham,Blackburn Rovers,Danny Murphy,Reckless challenge,Yellow,42,
4,Fulham,Blackburn Rovers,Brede Hangeland,Reckless challenge,Yellow,70,
4,Fulham,Blackburn Rovers,Míchel Salgado,Reckless challenge,Yellow,86,
4,Fulham,Blackburn Rovers,Mark Schwarzer,Reckless challenge,Yellow,90,3
4,Norwich City,West Bromwich Albion,Paul Scharner,Reckless challenge,Yellow,16,
4,Norwich City,West Bromwich Albion,Ritchie de Laet,Dissent,Yellow,75,
4,Norwich City,West Bromwich Albion,Steven Reid,Reckless challenge,Yellow,90,5
4,Queens Park Rangers,Newcastle United,Shola Ameobi,Reckless challenge,Yellow,5,
4,Queens Park Rangers,Newcastle United,Shaun Derry,Reckless challenge,Yellow,36,
4,Queens Park Rangers,Newcastle United,Cheick Tioté,Reckless challenge,Yellow,64,
4,Queens Park Rangers,Newcastle United,Steven Taylor,Reckless challenge,Yellow,87,
4,Stoke City,Liverpool,Luis Suárez,Dissent,Yellow,90,1
4,Sunderland,Chelsea,Jack Colback,Reckless challenge,Yellow,23,
4,Sunderland,Chelsea,José Bosingwa,Reckless challenge,Yellow,90,2
4,Wolverhampton Wanderers,Tottenham Hotspur,Kyle Walker,Reckless challenge,Yellow,35,
4,Wolverhampton Wanderers,Tottenham Hotspur,Scott Parker,Reckless challenge,Yellow,70,
4,Wolverhampton Wanderers,Tottenham Hotspur,Richard Stearman,Reckless challenge,Yellow,78,
4,Wolverhampton Wanderers,Tottenham Hotspur,Adam Hammill,Reckless challenge,Yellow,79,
4,Wolverhampton Wanderers,Tottenham Hotspur,Roger Johnson,Reckless challenge,Yellow,83,
5,Aston Villa,Newcastle United,Leon Best,Dissent,Yellow,57,
5,Aston Villa,Newcastle United,James Collins,Reckless challenge,Yellow,63,
5,Blackburn Rovers,Arsenal,Johan Djourou,Reckless challenge,Yellow,57,
5,Blackburn Rovers,Arsenal,Scott Dann,Reckless challenge,Yellow,67,
5,Blackburn Rovers,Arsenal,Martin Olsson,Excessive celebration,Yellow,69,
5,Bolton Wanderers,Norwich City,Jussi Jääskeläinen,Unknown,Yellow,9,
5,Bolton Wanderers,Norwich City,Ivan Klasnić,Off-ball infraction,Red,45,1
5,Bolton Wanderers,Norwich City,Nigel Reo-Coker,Reckless challenge,Yellow,54,
5,Bolton Wanderers,Norwich City,Paul Robinson:1978-12-14,Reckless challenge,Yellow,80,
5,Bolton Wanderers,Norwich City,Grant Holt,Reckless challenge,Yellow,90,3
5,Everton,Wigan Athletic,Marouane Fellaini,Reckless challenge,Yellow,60,
5,Everton,Wigan Athletic,Gary Caldwell,Reckless challenge,Yellow,65,
5,Everton,Wigan Athletic,Apostolos Vellios,Reckless challenge,Yellow,88,
5,Fulham,Manchester City,Gareth Barry,Reckless challenge,Yellow,60,
5,Fulham,Manchester City,Steve Sidwell,Reckless challenge,Yellow,86,
5,Manchester United,Chelsea,Ramires,Reckless challenge,Yellow,49,
5,Manchester United,Chelsea,John Terry,Dissent,Yellow,56,
5,Manchester United,Chelsea,Ashley Cole,Reckless challenge,Yellow,78,
5,Manchester United,Chelsea,Antonio Valencia,Reckless challenge,Yellow,80,
5,Manchester United,Chelsea,Darren Fletcher,Reckless challenge,Yellow,85,
5,Sunderland,Stoke City,Sebastian Larsson,Reckless challenge,Yellow,53,
5,Sunderland,Stoke City,Robert Huth,Reckless challenge,Yellow,55,
5,Sunderland,Stoke City,Peter Crouch,Reckless challenge,Yellow,90,5
5,Swansea City,West Bromwich Albion,Leroy Lita,Excessive celebration,Yellow,24,
5,Swansea City,West Bromwich Albion,Chris Brunt,Reckless challenge,Yellow,58,
5,Swansea City,West Bromwich Albion,Peter Odemwingie,Reckless challenge,Yellow,78,
5,Tottenham Hotspur,Liverpool,Charlie Adam,Reckless challenge,Yellow,12,
5,Tottenham Hotspur,Liverpool,Emmanuel Adebayor,Reckless challenge,Yellow,24,
5,Tottenham Hotspur,Liverpool,Charlie Adam,Reckless challenge,Yellow/Red,28,
5,Tottenham Hotspur,Liverpool,Martin Škrtel,Reckless challenge,Yellow,36,
5,Tottenham Hotspur,Liverpool,Sebastián Coates,Reckless challenge,Yellow,40,
5,Tottenham Hotspur,Liverpool,Luis Suárez,Dissent,Yellow,45,5
5,Tottenham Hotspur,Liverpool,Martin Škrtel,Reckless challenge,Yellow/Red,63,
5,Wolverhampton Wanderers,Queens Park Rangers,Jay Bothroyd,Reckless challenge,Yellow,46,
5,Wolverhampton Wanderers,Queens Park Rangers,Alejandro Faurlín,Reckless challenge,Yellow,84,
5,Wolverhampton Wanderers,Queens Park Rangers,Adlène Guedioura,Reckless challenge,Yellow,85,
5,Wolverhampton Wanderers,Queens Park Rangers,Sam Vokes,Dissent,Yellow,90,1
5,Wolverhampton Wanderers,Queens Park Rangers,Anton Ferdinand,Dissent,Yellow,90,3
6,Arsenal,Bolton Wanderers,David Wheater,Professional foul,Red,55,
6,Arsenal,Bolton Wanderers,Grétar Steinsson,Dissent,Yellow,58,
6,Chelsea,Swansea City,Juan Mata,Reckless challenge,Yellow,33,
6,Chelsea,Swansea City,Fernando Torres,Reckless challenge,Red,39,
6,Chelsea,Swansea City,Nathan Dyer,Reckless challenge,Yellow,54,
6,Chelsea,Swansea City,Garry Monk,Reckless challenge,Yellow,76,
6,Chelsea,Swansea City,Ashley Cole,Reckless challenge,Yellow,86,
6,Chelsea,Swansea City,Neil Taylor,Reckless challenge,Yellow,89,
6,Chelsea,Swansea City,John Obi Mikel,Reckless challenge,Yellow,90,4
6,Liverpool,Wolverhampton Wanderers,Jamie O'Hara,Reckless challenge,Yellow,4,
6,Liverpool,Wolverhampton Wanderers,Karl Henry,Reckless challenge,Yellow,32,
6,Liverpool,Wolverhampton Wanderers,Lucas Leiva,Reckless challenge,Yellow,34,
6,Liverpool,Wolverhampton Wanderers,Stephen Ward,Reckless challenge,Yellow,39,
6,Liverpool,Wolverhampton Wanderers,Stephen Hunt,Reckless challenge,Yellow,42,
6,Liverpool,Wolverhampton Wanderers,Andy Carroll,Reckless challenge,Yellow,57,
6,Liverpool,Wolverhampton Wanderers,Martin Kelly,Reckless challenge,Yellow,67,
6,Manchester City,Everton,Jack Rodwell,Reckless challenge,Yellow,20,
6,Manchester City,Everton,Philip Neville,Reckless challenge,Yellow,25,
6,Manchester City,Everton,Leon Osman,Reckless challenge,Yellow,30,
6,Manchester City,Everton,Yaya Touré,Reckless challenge,Yellow,31,
6,Manchester City,Everton,Tim Cahill,Reckless challenge,Yellow,63,
6,Manchester City,Everton,Phil Jagielka,Reckless challenge,Yellow,87,
6,Newcastle United,Blackburn Rovers,Martin Olsson,Dissent,Yellow,54,
6,Newcastle United,Blackburn Rovers,Jason Lowe,Reckless challenge,Yellow,57,
6,Newcastle United,Blackburn Rovers,Steven N'Zonzi,Reckless challenge,Yellow,59,
6,Newcastle United,Blackburn Rovers,Martin Olsson,Reckless challenge,Yellow/Red,69,
6,Newcastle United,Blackburn Rovers,Míchel Salgado,Dissent,Yellow,90,5
6,Norwich City,Sunderland,John O'Shea,Reckless challenge,Yellow,89,
6,Norwich City,Sunderland,John Ruddy,Delaying restart,Yellow,90,2
6,Norwich City,Sunderland,Kyle Naughton,Delaying restart,Yellow,90,4
6,Queens Park Rangers,Aston Villa,Stephen Warnock,Reckless challenge,Yellow,40,
6,Queens Park Rangers,Aston Villa,Alan Hutton,Reckless challenge,Yellow,48,
6,Queens Park Rangers,Aston Villa,Armand Traoré,Reckless challenge,Yellow,57,
6,Queens Park Rangers,Aston Villa,James Collins,Reckless challenge,Yellow,64,
6,Queens Park Rangers,Aston Villa,Stiliyan Petrov,Reckless challenge,Yellow,70,
6,Queens Park Rangers,Aston Villa,Gabriel Agbonlahor,Reckless challenge,Yellow,77,
6,Queens Park Rangers,Aston Villa,Charles N'Zogbia,Reckless challenge,Yellow,83,
6,Queens Park Rangers,Aston Villa,Armand Traoré,Reckless challenge,Yellow/Red,90,
6,Stoke City,Manchester United,Glenn Whelan,Reckless challenge,Yellow,7,
6,West Bromwich Albion,Fulham,Brede Hangeland,Reckless challenge,Yellow,50,
6,West Bromwich Albion,Fulham,Zdeněk Grygera,Reckless challenge,Yellow,60,
6,West Bromwich Albion,Fulham,Chris Baird,Reckless challenge,Yellow,65,
6,Wigan Athletic,Tottenham Hotspur,Steve Gohouri,Reckless challenge,Yellow,26,
6,Wigan Athletic,Tottenham Hotspur,Steve Gohouri,Reckless challenge,Yellow/Red,63,
6,Wigan Athletic,Tottenham Hotspur,James McCarthy,Reckless challenge,Yellow,71,
6,Wigan Athletic,Tottenham Hotspur,Conor Sammon,Reckless challenge,Yellow,76,
6,Wigan Athletic,Tottenham Hotspur,Emmanuel Adebayor,Dissent,Yellow,90,3
7,Aston Villa,Wigan Athletic,Gary Caldwell,Reckless challenge,Yellow,19,
7,Blackburn Rovers,Manchester City,Gaël Givet,Reckless challenge,Yellow,59,
7,Blackburn Rovers,Manchester City,Pablo Zabaleta,Reckless challenge,Yellow,69,
7,Bolton Wanderers,Chelsea,David Ngog,Reckless challenge,Yellow,10,
7,Bolton Wanderers,Chelsea,David Luiz,Off-ball infraction,Yellow,61,
7,Bolton Wanderers,Chelsea,John Terry,Reckless challenge,Yellow,79,
7,Everton,Liverpool,Jack Rodwell,Serious foul play,Red,23,
7,Everton,Liverpool,Tim Cahill,Reckless challenge,Yellow,27,
7,Everton,Liverpool,Lucas Leiva,Reckless challenge,Yellow,50,
7,Fulham,Queens Park Rangers,Steve Sidwell,Reckless challenge,Yellow,5,
7,Fulham,Queens Park Rangers,Fitz Hall,Reckless challenge,Yellow,61,
7,Fulham,Queens Park Rangers,Alejandro Faurlín,Reckless challenge,Yellow,68,
7,Fulham,Queens Park Rangers,Brede Hangeland,Reckless challenge,Yellow,69,
7,Fulham,Queens Park Rangers,Shaun Wright-Phillips,Dissent,Yellow,83,
7,Manchester United,Norwich City,Danny Welbeck,Reckless challenge,Yellow,71,
7,Sunderland,West Bromwich Albion,Sebastian Larsson,Dissent,Yellow,19,
7,Sunderland,West Bromwich Albion,Lee Cattermole,Reckless challenge,Yellow,36,
7,Swansea City,Stoke City,Glenn Whelan,Reckless challenge,Yellow,19,
7,Swansea City,Stoke City,Andy Wilkinson,Reckless challenge,Yellow,40,
7,Swansea City,Stoke City,Peter Crouch,Reckless challenge,Yellow,45,
7,Swansea City,Stoke City,Mark Gower,Reckless challenge,Yellow,54,
7,Swansea City,Stoke City,Neil Taylor,Unknown,Yellow,59,
7,Swansea City,Stoke City,Wayne Routledge,Reckless challenge,Yellow,60,
7,Swansea City,Stoke City,Jermaine Pennant,Reckless challenge,Yellow,76,
7,Swansea City,Stoke City,Ryan Shotton,Reckless challenge,Yellow,88,
7,Tottenham Hotspur,Arsenal,Rafael van der Vaart,Reckless challenge,Yellow,27,
7,Tottenham Hotspur,Arsenal,Per Mertesacker,Reckless challenge,Yellow,32,
7,Tottenham Hotspur,Arsenal,Scott Parker,Reckless challenge,Yellow,75,
7,Wolverhampton Wanderers,Newcastle United,Karl Henry,Reckless challenge,Yellow,39,
7,Wolverhampton Wanderers,Newcastle United,Jonás Gutiérrez,Reckless challenge,Yellow,53,
7,Wolverhampton Wanderers,Newcastle United,Tim Krul,Delaying restart,Yellow,90,2
8,Arsenal,Sunderland,David Vaughan,Reckless challenge,Yellow,51,
8,Arsenal,Sunderland,Sebastian Larsson,Reckless challenge,Yellow,54,
8,Arsenal,Sunderland,Alexandre Song,Reckless challenge,Yellow,56,
8,Arsenal,Sunderland,Wes Brown,Reckless challenge,Yellow,60,
8,Arsenal,Sunderland,Laurent Koscielny,Reckless challenge,Yellow,62,
8,Arsenal,Sunderland,Robin van Persie,Excessive celebration,Yellow,83,
8,Chelsea,Everton,Marouane Fellaini,Reckless challenge,Yellow,16,
8,Chelsea,Everton,Ashley Cole,Reckless challenge,Yellow,38,
8,Chelsea,Everton,Leighton Baines,Reckless challenge,Yellow,41,
8,Chelsea,Everton,Daniel Sturridge,Unknown,Yellow,70,
8,Liverpool,Manchester United,Lucas Leiva,Reckless challenge,Yellow,27,
8,Liverpool,Manchester United,Ashley Young,Reckless challenge,Yellow,42,
8,Liverpool,Manchester United,Rio Ferdinand,Reckless challenge,Yellow,53,
8,Liverpool,Manchester United,Patrice Evra,Unknown,Yellow,64,
8,Manchester City,Aston Villa,Gareth Barry,Reckless challenge,Yellow,59,
8,Manchester City,Aston Villa,Barry Bannan,Reckless challenge,Yellow,80,
8,Newcastle United,Tottenham Hotspur,Scott Parker,Reckless challenge,Yellow,74,
8,Newcastle United,Tottenham Hotspur,Cheick Tioté,Reckless challenge,Yellow,78,
8,Newcastle United,Tottenham Hotspur,Luka Modrić,Reckless challenge,Yellow,90,1
8,Norwich City,Swansea City,Garry Monk,Holding,Yellow,4,
8,Queens Park Rangers,Blackburn Rovers,Fitz Hall,Reckless challenge,Yellow,23,
8,Queens Park Rangers,Blackburn Rovers,Steven N'Zonzi,Off-ball infraction,Yellow,52,
8,Queens Park Rangers,Blackburn Rovers,Shaun Wright-Phillips,Off-ball infraction,Yellow,62,
8,Queens Park Rangers,Blackburn Rovers,Armand Traoré,Reckless challenge,Yellow,64,
8,Queens Park Rangers,Blackburn Rovers,Jason Lowe,Reckless challenge,Yellow,77,
8,Stoke City,Fulham,Rory Delap,Reckless challenge,Yellow,56,
8,Stoke City,Fulham,Damien Duff,Dissent,Yellow,66,
8,Stoke City,Fulham,Jermaine Pennant,Reckless challenge,Yellow,70,
8,Stoke City,Fulham,Danny Murphy,Dissent,Yellow,76,
8,Stoke City,Fulham,Glenn Whelan,Reckless challenge,Yellow,76,
8,Stoke City,Fulham,Matthew Upson,Reckless challenge,Yellow,77,
8,Stoke City,Fulham,Bobby Zamora,Reckless challenge,Yellow,79,
8,Stoke City,Fulham,Chris Baird,Reckless challenge,Yellow,87,
8,West Bromwich Albion,Wolverhampton Wanderers,Christophe Berra,Reckless challenge,Yellow,25,
8,Wigan Athletic,Bolton Wanderers,Darren Pratley,Off-ball infraction,Yellow,23,
8,Wigan Athletic,Bolton Wanderers,Franco Di Santo,Off-ball infraction,Yellow,45,1
8,Wigan Athletic,Bolton Wanderers,Paul Robinson:1978-12-14,Off-ball infraction,Yellow,63,
8,Wigan Athletic,Bolton Wanderers,Dedryck Boyata,Reckless challenge,Yellow,67,
8,Wigan Athletic,Bolton Wanderers,Maynor Figueroa,Handball,Yellow,71,
8,Wigan Athletic,Bolton Wanderers,Gary Caldwell,Off-ball infraction,Yellow,73,
8,Wigan Athletic,Bolton Wanderers,Antolín Alcaraz,Reckless challenge,Yellow,79,
8,Wigan Athletic,Bolton Wanderers,Martin Petrov,Dissent,Yellow,82,
9,Arsenal,Stoke City,Dean Whitehead,Reckless challenge,Yellow,31,
9,Arsenal,Stoke City,Andy Wilkinson,Reckless challenge,Yellow,55,
9,Aston Villa,West Bromwich Albion,Alan Hutton,Reckless challenge,Yellow,16,
9,Aston Villa,West Bromwich Albion,Billy Jones,Reckless challenge,Yellow,20,
9,Aston Villa,West Bromwich Albion,Chris Herd,Reckless challenge,Red,35,
9,Aston Villa,West Bromwich Albion,Paul Scharner,Excessive celebration,Yellow,57,
9,Aston Villa,West Bromwich Albion,Shay Given,Unknown,Yellow,66,
9,Aston Villa,West Bromwich Albion,Youssouf Mulumbu,Reckless challenge,Yellow,67,
9,Blackburn Rovers,Tottenham Hotspur,Steven N'Zonzi,Reckless challenge,Yellow,55,
9,Blackburn Rovers,Tottenham Hotspur,Jason Lowe,Reckless challenge,Yellow,63,
9,Blackburn Rovers,Tottenham Hotspur,Danny Rose,Reckless challenge,Yellow,75,
9,Blackburn Rovers,Tottenham Hotspur,Jason Roberts,Dissent,Yellow,80,
9,Blackburn Rovers,Tottenham Hotspur,Yakubu,Reckless challenge,Yellow,90,
9,Bolton Wanderers,Sunderland,Michael Turner,Reckless challenge,Yellow,12,
9,Bolton Wanderers,Sunderland,Stéphane Sessègnon,Reckless challenge,Yellow,20,
9,Bolton Wanderers,Sunderland,Jack Colback,Reckless challenge,Yellow,67,
9,Fulham,Everton,Sylvain Distin,Reckless challenge,Yellow,49,
9,Fulham,Everton,Andrew Johnson,Reckless challenge,Yellow,54,
9,Fulham,Everton,Steve Sidwell,Reckless challenge,Yellow,72,
9,Fulham,Everton,Chris Baird,Reckless challenge,Yellow,90,2
9,Liverpool,Norwich City,Marc Tierney,Reckless challenge,Yellow,34,
9,Manchester United,Manchester City,Mario Balotelli,Excessive celebration,Yellow,22,
9,Manchester United,Manchester City,Vincent Kompany,Reckless challenge,Yellow,41,
9,Manchester United,Manchester City,Jonny Evans,Professional foul,Red,47,
9,Manchester United,Manchester City,Anderson,Reckless challenge,Yellow,62,
