Matchday,Home Team,Away Team,Player's Team,Player,Starting,Captain
4,Queens Park Rangers,Newcastle United,Newcastle United,Sylvain Marveaux,0,0
4,Queens Park Rangers,Newcastle United,Queens Park Rangers,DJ Campbell,0,0
4,Queens Park Rangers,Newcastle United,Queens Park Rangers,Jason Puncheon,0,0
4,Queens Park Rangers,Newcastle United,Queens Park Rangers,Matthew Connolly,0,0
4,Stoke City,Liverpool,Liverpool,Charlie Adam,1,0
4,Stoke City,Liverpool,Liverpool,Daniel Agger,1,0
4,Stoke City,Liverpool,Liverpool,Dirk Kuyt,1,0
4,Stoke City,Liverpool,Liverpool,Jamie Carragher,1,1
4,Stoke City,Liverpool,Liverpool,Jordan Henderson,1,0
4,Stoke City,Liverpool,Liverpool,José Enrique,1,0
4,Stoke City,Liverpool,Liverpool,Pepe Reina,1,0
4,Stoke City,Liverpool,Liverpool,Lucas Leiva,1,0
4,Stoke City,Liverpool,Liverpool,Luis Suárez,1,0
4,Stoke City,Liverpool,Liverpool,Martin Škrtel,1,0
4,Stoke City,Liverpool,Liverpool,Stewart Downing,1,0
4,Stoke City,Liverpool,Stoke City,Asmir Begović,1,0
4,Stoke City,Liverpool,Stoke City,Dean Whitehead,1,0
4,Stoke City,Liverpool,Stoke City,Jermaine Pennant,1,0
4,Stoke City,Liverpool,Stoke City,Jonathan Walters,1,0
4,Stoke City,Liverpool,Stoke City,Marc Wilson,1,0
4,Stoke City,Liverpool,Stoke City,Matthew Etherington,1,0
4,Stoke City,Liverpool,Stoke City,Matthew Upson,1,0
4,Stoke City,Liverpool,Stoke City,Peter Crouch,1,0
4,Stoke City,Liverpool,Stoke City,Robert Huth,1,0
4,Stoke City,Liverpool,Stoke City,Rory Delap,1,0
4,Stoke City,Liverpool,Stoke City,Ryan Shawcross,1,1
4,Stoke City,Liverpool,Liverpool,Andy Carroll,0,0
4,Stoke City,Liverpool,Liverpool,Craig Bellamy,0,0
4,Stoke City,Liverpool,Liverpool,Glen Johnson,0,0
4,Stoke City,Liverpool,Stoke City,Andy Wilkinson,0,0
4,Stoke City,Liverpool,Stoke City,Kenwyne Jones,0,0
4,Stoke City,Liverpool,Stoke City,Wilson Palacios,0,0
4,Sunderland,Chelsea,Chelsea,Ashley Cole,1,0
4,Sunderland,Chelsea,Chelsea,Branislav Ivanović,1,0
4,Sunderland,Chelsea,Chelsea,Daniel Sturridge,1,0
4,Sunderland,Chelsea,Chelsea,Frank Lampard,1,0
4,Sunderland,Chelsea,Chelsea,John Terry,1,1
4,Sunderland,Chelsea,Chelsea,José Bosingwa,1,0
4,Sunderland,Chelsea,Chelsea,Juan Mata,1,0
4,Sunderland,Chelsea,Chelsea,Nicolas Anelka,1,0
4,Sunderland,Chelsea,Chelsea,Petr Čech,1,0
4,Sunderland,Chelsea,Chelsea,Ramires,1,0
4,Sunderland,Chelsea,Chelsea,Raul Meireles,1,0
4,Sunderland,Chelsea,Sunderland,Craig Gardner,1,0
4,Sunderland,Chelsea,Sunderland,Jack Colback,1,0
4,Sunderland,Chelsea,Sunderland,Kieran Richardson,1,0
4,Sunderland,Chelsea,Sunderland,Lee Cattermole,1,1
4,Sunderland,Chelsea,Sunderland,Nicklas Bendtner,1,0
4,Sunderland,Chelsea,Sunderland,Phillip Bardsley,1,0
4,Sunderland,Chelsea,Sunderland,Sebastian Larsson,1,0
4,Sunderland,Chelsea,Sunderland,Simon Mignolet,1,0
4,Sunderland,Chelsea,Sunderland,Stéphane Sessègnon,1,0
4,Sunderland,Chelsea,Sunderland,Titus Bramble,1,0
4,Sunderland,Chelsea,Sunderland,Wes Brown,1,0
4,Sunderland,Chelsea,Chelsea,Fernando Torres,0,0
4,Sunderland,Chelsea,Chelsea,Florent Malouda,0,0
4,Sunderland,Chelsea,Chelsea,Oriol Romeu,0,0
4,Sunderland,Chelsea,Sunderland,Ahmed Elmohamady,0,0
4,Sunderland,Chelsea,Sunderland,Connor Wickham,0,0
4,Sunderland,Chelsea,Sunderland,Ji Dong-Won,0,0
4,Wolverhampton Wanderers,Tottenham Hotspur,Tottenham Hotspur,Benoît Assou-Ekotto,1,0
4,Wolverhampton Wanderers,Tottenham Hotspur,Tottenham Hotspur,Brad Friedel,1,0
4,Wolverhampton Wanderers,Tottenham Hotspur,Tottenham Hotspur,Emmanuel Adebayor,1,0
4,Wolverhampton Wanderers,Tottenham Hotspur,Tottenham Hotspur,Gareth Bale,1,0
4,Wolverhampton Wanderers,Tottenham Hotspur,Tottenham Hotspur,Jermain Defoe,1,0
4,Wolverhampton Wanderers,Tottenham Hotspur,Tottenham Hotspur,Kyle Walker,1,0
4,Wolverhampton Wanderers,Tottenham Hotspur,Tottenham Hotspur,Ledley King,1,1
4,Wolverhampton Wanderers,Tottenham Hotspur,Tottenham Hotspur,Luka Modrić,1,0
4,Wolverhampton Wanderers,Tottenham Hotspur,Tottenham Hotspur,Niko Kranjčar,1,0
4,Wolverhampton Wanderers,Tottenham Hotspur,Tottenham Hotspur,Scott Parker,1,0
4,Wolverhampton Wanderers,Tottenham Hotspur,Tottenham Hotspur,Younes Kaboul,1,0
4,Wolverhampton Wanderers,Tottenham Hotspur,Wolverhampton Wanderers,Christophe Berra,1,0
4,Wolverhampton Wanderers,Tottenham Hotspur,Wolverhampton Wanderers,Jamie O'Hara,1,0
4,Wolverhampton Wanderers,Tottenham Hotspur,Wolverhampton Wanderers,Karl Henry,1,0
4,Wolverhampton Wanderers,Tottenham Hotspur,Wolverhampton Wanderers,Kevin Doyle,1,0
4,Wolverhampton Wanderers,Tottenham Hotspur,Wolverhampton Wanderers,Michael Kightly,1,0
4,Wolverhampton Wanderers,Tottenham Hotspur,Wolverhampton Wanderers,Richard Stearman,1,0
4,Wolverhampton Wanderers,Tottenham Hotspur,Wolverhampton Wanderers,Roger Johnson,1,1
4,Wolverhampton Wanderers,Tottenham Hotspur,Wolverhampton Wanderers,Stephen Hunt,1,0
4,Wolverhampton Wanderers,Tottenham Hotspur,Wolverhampton Wanderers,Stephen Ward,1,0
4,Wolverhampton Wanderers,Tottenham Hotspur,Wolverhampton Wanderers,Steven Fletcher,1,0
4,Wolverhampton Wanderers,Tottenham Hotspur,Wolverhampton Wanderers,Wayne Hennessey,1,0
4,Wolverhampton Wanderers,Tottenham Hotspur,Tottenham Hotspur,Giovani dos Santos,0,0
4,Wolverhampton Wanderers,Tottenham Hotspur,Tottenham Hotspur,Jake Livermore,0,0
4,Wolverhampton Wanderers,Tottenham Hotspur,Wolverhampton Wanderers,Adam Hammill,0,0
4,Wolverhampton Wanderers,Tottenham Hotspur,Wolverhampton Wanderers,Matthew Jarvis,0,0
4,Wolverhampton Wanderers,Tottenham Hotspur,Wolverhampton Wanderers,Sam Vokes,0,0
5,Aston Villa,Newcastle United,Aston Villa,Alan Hutton,1,0
5,Aston Villa,Newcastle United,Aston Villa,Barry Bannan,1,0
5,Aston Villa,Newcastle United,Aston Villa,Charles N'Zogbia,1,0
5,Aston Villa,Newcastle United,Aston Villa,Darren Bent,1,0
5,Aston Villa,Newcastle United,Aston Villa,Fabian Delph,1,0
5,Aston Villa,Newcastle United,Aston Villa,Gabriel Agbonlahor,1,0
5,Aston Villa,Newcastle United,Aston Villa,James Collins,1,0
5,Aston Villa,Newcastle United,Aston Villa,Richard Dunne,1,0
5,Aston Villa,Newcastle United,Aston Villa,Shay Given,1,0
5,Aston Villa,Newcastle United,Aston Villa,Stephen Warnock,1,0
5,Aston Villa,Newcastle United,Aston Villa,Stiliyan Petrov,1,1
5,Aston Villa,Newcastle United,Newcastle United,Cheick Tioté,1,0
5,Aston Villa,Newcastle United,Newcastle United,Danny Simpson,1,0
5,Aston Villa,Newcastle United,Newcastle United,Demba Ba,1,0
5,Aston Villa,Newcastle United,Newcastle United,Fabricio Coloccini,1,1
5,Aston Villa,Newcastle United,Newcastle United,Gabriel Obertan,1,0
5,Aston Villa,Newcastle United,Newcastle United,Jonás Gutiérrez,1,0
5,Aston Villa,Newcastle United,Newcastle United,Leon Best,1,0
5,Aston Villa,Newcastle United,Newcastle United,Ryan Taylor,1,0
5,Aston Villa,Newcastle United,Newcastle United,Steven Taylor,1,0
5,Aston Villa,Newcastle United,Newcastle United,Tim Krul,1,0
5,Aston Villa,Newcastle United,Newcastle United,Yohan Cabaye,1,0
5,Aston Villa,Newcastle United,Aston Villa,Marc Albrighton,0,0
5,Aston Villa,Newcastle United,Aston Villa,Nathan Delfouneso,0,0
5,Aston Villa,Newcastle United,Aston Villa,Stephen Ireland,0,0
5,Aston Villa,Newcastle United,Newcastle United,Sammy Ameobi,0,0
5,Aston Villa,Newcastle United,Newcastle United,Shola Ameobi,0,0
5,Aston Villa,Newcastle United,Newcastle United,Sylvain Marveaux,0,0
5,Blackburn Rovers,Arsenal,Arsenal,Aaron Ramsey,1,0
5,Blackburn Rovers,Arsenal,Arsenal,Alexandre Song,1,0
5,Blackburn Rovers,Arsenal,Arsenal,André Santos,1,0
5,Blackburn Rovers,Arsenal,Arsenal,Andrey Arshavin,1,0
5,Blackburn Rovers,Arsenal,Arsenal,Bacary Sagna,1,0
5,Blackburn Rovers,Arsenal,Arsenal,Gervinho,1,0
5,Blackburn Rovers,Arsenal,Arsenal,Laurent Koscielny,1,0
5,Blackburn Rovers,Arsenal,Arsenal,Mikel Arteta,1,0
5,Blackburn Rovers,Arsenal,Arsenal,Per Mertesacker,1,0
5,Blackburn Rovers,Arsenal,Arsenal,Robin van Persie,1,1
5,Blackburn Rovers,Arsenal,Arsenal,Wojciech Szczęsny,1,0
5,Blackburn Rovers,Arsenal,Blackburn Rovers,Christopher Samba,1,1
5,Blackburn Rovers,Arsenal,Blackburn Rovers,Gaël Givet,1,0
5,Blackburn Rovers,Arsenal,Blackburn Rovers,Jason Lowe,1,0
5,Blackburn Rovers,Arsenal,Blackburn Rovers,Junior Hoilett,1,0
5,Blackburn Rovers,Arsenal,Blackburn Rovers,Mauro Formica,1,0
5,Blackburn Rovers,Arsenal,Blackburn Rovers,Míchel Salgado,1,0
5,Blackburn Rovers,Arsenal,Blackburn Rovers,Paul Robinson:1979-10-15,1,0
5,Blackburn Rovers,Arsenal,Blackburn Rovers,Rubén Rochina,1,0
5,Blackburn Rovers,Arsenal,Blackburn Rovers,Scott Dann,1,0
5,Blackburn Rovers,Arsenal,Blackburn Rovers,Steven N'Zonzi,1,0
5,Blackburn Rovers,Arsenal,Blackburn Rovers,Yakubu,1,0
5,Blackburn Rovers,Arsenal,Arsenal,Johan Djourou,0,0
5,Blackburn Rovers,Arsenal,Arsenal,Marouane Chamakh,0,0
5,Blackburn Rovers,Arsenal,Arsenal,Theo Walcott,0,0
5,Blackburn Rovers,Arsenal,Blackburn Rovers,Martin Olsson,0,0
5,Blackburn Rovers,Arsenal,Blackburn Rovers,Radosav Petrović,0,0
5,Blackburn Rovers,Arsenal,Blackburn Rovers,Simon Vukčević,0,0
5,Bolton Wanderers,Norwich City,Bolton Wanderers,Darren Pratley,1,0
5,Bolton Wanderers,Norwich City,Bolton Wanderers,Dedryck Boyata,1,0
5,Bolton Wanderers,Norwich City,Bolton Wanderers,Gary Cahill,1,0
5,Bolton Wanderers,Norwich City,Bolton Wanderers,Ivan Klasnić,1,0
5,Bolton Wanderers,Norwich City,Bolton Wanderers,Jussi Jääskeläinen,1,0
5,Bolton Wanderers,Norwich City,Bolton Wanderers,Kevin Davies,1,1
5,Bolton Wanderers,Norwich City,Bolton Wanderers,Martin Petrov,1,0
5,Bolton Wanderers,Norwich City,Bolton Wanderers,Nigel Reo-Coker,1,0
5,Bolton Wanderers,Norwich City,Bolton Wanderers,Paul Robinson:1978-12-14,1,0
5,Bolton Wanderers,Norwich City,Bolton Wanderers,Tuncay,1,0
5,Bolton Wanderers,Norwich City,Bolton Wanderers,Zat Knight,1,0
5,Bolton Wanderers,Norwich City,Norwich City,Anthony Pilkington,1,0
5,Bolton Wanderers,Norwich City,Norwich City,Bradley Johnson,1,0
5,Bolton Wanderers,Norwich City,Norwich City,David Fox,1,0
5,Bolton Wanderers,Norwich City,Norwich City,Elliott Bennett,1,0
5,Bolton Wanderers,Norwich City,Norwich City,John Ruddy,1,0
5,Bolton Wanderers,Norwich City,Norwich City,Kyle Naughton,1,0
5,Bolton Wanderers,Norwich City,Norwich City,Leon Barnett,1,0
5,Bolton Wanderers,Norwich City,Norwich City,Marc Tierney,1,0
5,Bolton Wanderers,Norwich City,Norwich City,Russell Martin,1,0
5,Bolton Wanderers,Norwich City,Norwich City,Steve Morison,1,0
5,Bolton Wanderers,Norwich City,Norwich City,Wes Hoolahan,1,1
5,Bolton Wanderers,Norwich City,Bolton Wanderers,Chris Eagles,0,0
5,Bolton Wanderers,Norwich City,Bolton Wanderers,David Ngog,0,0
5,Bolton Wanderers,Norwich City,Bolton Wanderers,Mark Davies,0,0
5,Bolton Wanderers,Norwich City,Norwich City,Andrew Crofts,0,0
5,Bolton Wanderers,Norwich City,Norwich City,Grant Holt,0,0
5,Bolton Wanderers,Norwich City,Norwich City,James Vaughan,0,0
5,Everton,Wigan Athletic,Everton,Diniyar Bilyaletdinov,1,0
5,Everton,Wigan Athletic,Everton,Jack Rodwell,1,0
5,Everton,Wigan Athletic,Everton,Leighton Baines,1,0
5,Everton,Wigan Athletic,Everton,Leon Osman,1,0
5,Everton,Wigan Athletic,Everton,Marouane Fellaini,1,0
5,Everton,Wigan Athletic,Everton,Phil Jagielka,1,1
5,Everton,Wigan Athletic,Everton,Séamus Coleman,1,0
5,Everton,Wigan Athletic,Everton,Sylvain Distin,1,0
5,Everton,Wigan Athletic,Everton,Tim Cahill,1,0
5,Everton,Wigan Athletic,Everton,Tim Howard,1,0
5,Everton,Wigan Athletic,Everton,Tony Hibbert,1,0
5,Everton,Wigan Athletic,Wigan Athletic,Ali Al-Habsi,1,0
5,Everton,Wigan Athletic,Wigan Athletic,Ben Watson,1,0
5,Everton,Wigan Athletic,Wigan Athletic,Franco Di Santo,1,0
5,Everton,Wigan Athletic,Wigan Athletic,Gary Caldwell,1,1
5,Everton,Wigan Athletic,Wigan Athletic,Hugo Rodallega,1,0
5,Everton,Wigan Athletic,Wigan Athletic,James McCarthy,1,0
5,Everton,Wigan Athletic,Wigan Athletic,Jordi Gómez,1,0
5,Everton,Wigan Athletic,Wigan Athletic,Maynor Figueroa,1,0
5,Everton,Wigan Athletic,Wigan Athletic,Patrick van Aanholt,1,0
5,Everton,Wigan Athletic,Wigan Athletic,Piscu,1,0
5,Everton,Wigan Athletic,Wigan Athletic,Victor Moses,1,0
5,Everton,Wigan Athletic,Everton,Apostolos Vellios,0,0
5,Everton,Wigan Athletic,Everton,Denis Stracqualursi,0,0
5,Everton,Wigan Athletic,Everton,Royston Drenthe,0,0
5,Everton,Wigan Athletic,Wigan Athletic,David Jones,0,0
5,Everton,Wigan Athletic,Wigan Athletic,Shaun Maloney,0,0
5,Fulham,Manchester City,Fulham,Bobby Zamora,1,0
5,Fulham,Manchester City,Fulham,Brede Hangeland,1,0
5,Fulham,Manchester City,Fulham,Chris Baird,1,0
5,Fulham,Manchester City,Fulham,Clint Dempsey,1,0
5,Fulham,Manchester City,Fulham,Damien Duff,1,0
5,Fulham,Manchester City,Fulham,Danny Murphy,1,1
5,Fulham,Manchester City,Fulham,John Arne Riise,1,0
5,Fulham,Manchester City,Fulham,Mark Schwarzer,1,0
5,Fulham,Manchester City,Fulham,Moussa Dembélé,1,0
5,Fulham,Manchester City,Fulham,Stephen Kelly,1,0
5,Fulham,Manchester City,Fulham,Steve Sidwell,1,0
5,Fulham,Manchester City,Manchester City,David Silva,1,0
5,Fulham,Manchester City,Manchester City,Edin Džeko,1,0
5,Fulham,Manchester City,Manchester City,Gaël Clichy,1,0
5,Fulham,Manchester City,Manchester City,Gareth Barry,1,0
5,Fulham,Manchester City,Manchester City,Joe Hart,1,0
5,Fulham,Manchester City,Manchester City,Joleon Lescott,1,0
5,Fulham,Manchester City,Manchester City,Micah Richards,1,0
5,Fulham,Manchester City,Manchester City,Samir Nasri,1,0
5,Fulham,Manchester City,Manchester City,Sergio Agüero,1,0
5,Fulham,Manchester City,Manchester City,Vincent Kompany,1,1
5,Fulham,Manchester City,Manchester City,Yaya Touré,1,0
5,Fulham,Manchester City,Fulham,Bryan Ruiz,0,0
5,Fulham,Manchester City,Fulham,Pajtim Kasami,0,0
5,Fulham,Manchester City,Manchester City,Adam Johnson,0,0
5,Fulham,Manchester City,Manchester City,Carlos Tevez,0,0
5,Fulham,Manchester City,Manchester City,Pablo Zabaleta,0,0
5,Manchester United,Chelsea,Chelsea,Ashley Cole,1,0
5,Manchester United,Chelsea,Chelsea,Branislav Ivanović,1,0
5,Manchester United,Chelsea,Chelsea,Daniel Sturridge,1,0
5,Manchester United,Chelsea,Chelsea,Fernando Torres,1,0
5,Manchester United,Chelsea,Chelsea,Frank Lampard,1,0
5,Manchester United,Chelsea,Chelsea,John Terry,1,1
5,Manchester United,Chelsea,Chelsea,José Bosingwa,1,0
5,Manchester United,Chelsea,Chelsea,Juan Mata,1,0
5,Manchester United,Chelsea,Chelsea,Petr Čech,1,0
5,Manchester United,Chelsea,Chelsea,Ramires,1,0
5,Manchester United,Chelsea,Chelsea,Raul Meireles,1,0
5,Manchester United,Chelsea,Manchester United,Anderson,1,0
5,Manchester United,Chelsea,Manchester United,Ashley Young,1,0
5,Manchester United,Chelsea,Manchester United,Chris Smalling,1,0
5,Manchester United,Chelsea,Manchester United,Darren Fletcher,1,0
5,Manchester United,Chelsea,Manchester United,David de Gea,1,0
5,Manchester United,Chelsea,Manchester United,Javier Hernández,1,0
5,Manchester United,Chelsea,Manchester United,Jonny Evans,1,0
5,Manchester United,Chelsea,Manchester United,Nani,1,0
5,Manchester United,Chelsea,Manchester United,Patrice Evra,1,1
5,Manchester United,Chelsea,Manchester United,Phil Jones,1,0
5,Manchester United,Chelsea,Manchester United,Wayne Rooney,1,0
5,Manchester United,Chelsea,Chelsea,John Obi Mikel,0,0
5,Manchester United,Chelsea,Chelsea,Nicolas Anelka,0,0
5,Manchester United,Chelsea,Chelsea,Romelu Lukaku,0,0
5,Manchester United,Chelsea,Manchester United,Antonio Valencia,0,0
5,Manchester United,Chelsea,Manchester United,Dimitar Berbatov,0,0
5,Manchester United,Chelsea,Manchester United,Michael Carrick,0,0
5,Sunderland,Stoke City,Stoke City,Asmir Begović,1,0
5,Sunderland,Stoke City,Stoke City,Cameron Jerome,1,0
5,Sunderland,Stoke City,Stoke City,Dean Whitehead,1,0
5,Sunderland,Stoke City,Stoke City,Jonathan Walters,1,0
5,Sunderland,Stoke City,Stoke City,Jonathan Woodgate,1,0
5,Sunderland,Stoke City,Stoke City,Marc Wilson,1,0
5,Sunderland,Stoke City,Stoke City,Matthew Etherington,1,0
5,Sunderland,Stoke City,Stoke City,Peter Crouch,1,0
5,Sunderland,Stoke City,Stoke City,Robert Huth,1,0
5,Sunderland,Stoke City,Stoke City,Rory Delap,1,0
5,Sunderland,Stoke City,Stoke City,Ryan Shawcross,1,1
5,Sunderland,Stoke City,Sunderland,Ahmed Elmohamady,1,0
5,Sunderland,Stoke City,Sunderland,Craig Gardner,1,0
5,Sunderland,Stoke City,Sunderland,David Vaughan,1,0
5,Sunderland,Stoke City,Sunderland,John O'Shea,1,1
5,Sunderland,Stoke City,Sunderland,Kieran Richardson,1,0
5,Sunderland,Stoke City,Sunderland,Nicklas Bendtner,1,0
5,Sunderland,Stoke City,Sunderland,Sebastian Larsson,1,0
5,Sunderland,Stoke City,Sunderland,Simon Mignolet,1,0
5,Sunderland,Stoke City,Sunderland,Stéphane Sessègnon,1,0
5,Sunderland,Stoke City,Sunderland,Titus Bramble,1,0
5,Sunderland,Stoke City,Sunderland,Wes Brown,1,0
5,Sunderland,Stoke City,Stoke City,Jermaine Pennant,0,0
5,Sunderland,Stoke City,Stoke City,Kenwyne Jones,0,0
5,Sunderland,Stoke City,Stoke City,Wilson Palacios,0,0
5,Sunderland,Stoke City,Sunderland,Connor Wickham,0,0
5,Sunderland,Stoke City,Sunderland,Jack Colback,0,0
5,Sunderland,Stoke City,Sunderland,Ji Dong-Won,0,0
5,Swansea City,West Bromwich Albion,Swansea City,Àngel Rangel,1,0
5,Swansea City,West Bromwich Albion,Swansea City,Ashley Williams,1,0
5,Swansea City,West Bromwich Albion,Swansea City,Garry Monk,1,1
5,Swansea City,West Bromwich Albion,Swansea City,Joe Allen,1,0
5,Swansea City,West Bromwich Albion,Swansea City,Leon Britton,1,0
5,Swansea City,West Bromwich Albion,Swansea City,Leroy Lita,1,0
5,Swansea City,West Bromwich Albion,Swansea City,Mark Gower,1,0
5,Swansea City,West Bromwich Albion,Swansea City,Michel Vorm,1,0
5,Swansea City,West Bromwich Albion,Swansea City,Nathan Dyer,1,0
5,Swansea City,West Bromwich Albion,Swansea City,Neil Taylor,1,0
5,Swansea City,West Bromwich Albion,Swansea City,Scott Sinclair,1,0
5,Swansea City,West Bromwich Albion,West Bromwich Albion,Ben Foster,1,0
5,Swansea City,West Bromwich Albion,West Bromwich Albion,Craig Dawson,1,0
5,Swansea City,West Bromwich Albion,West Bromwich Albion,James Morrison,1,0
5,Swansea City,West Bromwich Albion,West Bromwich Albion,Jerome Thomas,1,0
5,Swansea City,West Bromwich Albion,West Bromwich Albion,Jonas Olsson,1,1
5,Swansea City,West Bromwich Albion,West Bromwich Albion,Nicky Shorey,1,0
5,Swansea City,West Bromwich Albion,West Bromwich Albion,Paul Scharner,1,0
5,Swansea City,West Bromwich Albion,West Bromwich Albion,Peter Odemwingie,1,0
5,Swansea City,West Bromwich Albion,West Bromwich Albion,Shane Long,1,0
5,Swansea City,West Bromwich Albion,West Bromwich Albion,Steven Reid,1,0
5,Swansea City,West Bromwich Albion,West Bromwich Albion,Youssouf Mulumbu,1,0
5,Swansea City,West Bromwich Albion,Swansea City,Federico Bessone,0,0
5,Swansea City,West Bromwich Albion,Swansea City,Luke Moore,0,0
5,Swansea City,West Bromwich Albion,Swansea City,Wayne Routledge,0,0
5,Swansea City,West Bromwich Albion,West Bromwich Albion,Chris Brunt,0,0
5,Swansea City,West Bromwich Albion,West Bromwich Albion,Graham Dorrans,0,0
5,Swansea City,West Bromwich Albion,West Bromwich Albion,Simon Cox,0,0
5,Tottenham Hotspur,Liverpool,Liverpool,Andy Carroll,1,0
5,Tottenham Hotspur,Liverpool,Liverpool,Charlie Adam,1,0
5,Tottenham Hotspur,Liverpool,Liverpool,Daniel Agger,1,0
5,Tottenham Hotspur,Liverpool,Liverpool,Jamie Carragher,1,1
5,Tottenham Hotspur,Liverpool,Liverpool,Jordan Henderson,1,0
5,Tottenham Hotspur,Liverpool,Liverpool,José Enrique,1,0
5,Tottenham Hotspur,Liverpool,Liverpool,Pepe Reina,1,0
5,Tottenham Hotspur,Liverpool,Liverpool,Lucas Leiva,1,0
5,Tottenham Hotspur,Liverpool,Liverpool,Luis Suárez,1,0
5,Tottenham Hotspur,Liverpool,Liverpool,Martin Škrtel,1,0
5,Tottenham Hotspur,Liverpool,Liverpool,Stewart Downing,1,0
5,Tottenham Hotspur,Liverpool,Tottenham Hotspur,Benoît Assou-Ekotto,1,0
5,Tottenham Hotspur,Liverpool,Tottenham Hotspur,Brad Friedel,1,0
5,Tottenham Hotspur,Liverpool,Tottenham Hotspur,Emmanuel Adebayor,1,0
5,Tottenham Hotspur,Liverpool,Tottenham Hotspur,Gareth Bale,1,0
5,Tottenham Hotspur,Liverpool,Tottenham Hotspur,Jermain Defoe,1,0
5,Tottenham Hotspur,Liverpool,Tottenham Hotspur,Kyle Walker,1,0
5,Tottenham Hotspur,Liverpool,Tottenham Hotspur,Ledley King,1,1
5,Tottenham Hotspur,Liverpool,Tottenham Hotspur,Luka Modrić,1,0
5,Tottenham Hotspur,Liverpool,Tottenham Hotspur,Niko Kranjčar,1,0
5,Tottenham Hotspur,Liverpool,Tottenham Hotspur,Scott Parker,1,0
5,Tottenham Hotspur,Liverpool,Tottenham Hotspur,Younes Kaboul,1,0
5,Tottenham Hotspur,Liverpool,Liverpool,Craig Bellamy,0,0
5,Tottenham Hotspur,Liverpool,Liverpool,Jay Spearing,0,0
5,Tottenham Hotspur,Liverpool,Liverpool,Sebastián Coates,0,0
5,Tottenham Hotspur,Liverpool,Tottenham Hotspur,Giovani dos Santos,0,0
5,Tottenham Hotspur,Liverpool,Tottenham Hotspur,Rafael van der Vaart,0,0
5,Tottenham Hotspur,Liverpool,Tottenham Hotspur,Sébastien Bassong,0,0
5,Wolverhampton Wanderers,Queens Park Rangers,Queens Park Rangers,Adel Taarabt,1,0
5,Wolverhampton Wanderers,Queens Park Rangers,Queens Park Rangers,Alejandro Faurlín,1,0
5,Wolverhampton Wanderers,Queens Park Rangers,Queens Park Rangers,Anton Ferdinand,1,0
5,Wolverhampton Wanderers,Queens Park Rangers,Queens Park Rangers,Armand Traoré,1,0
5,Wolverhampton Wanderers,Queens Park Rangers,Queens Park Rangers,Daniel Gabbidon,1,0
5,Wolverhampton Wanderers,Queens Park Rangers,Queens Park Rangers,Jay Bothroyd,1,0
5,Wolverhampton Wanderers,Queens Park Rangers,Queens Park Rangers,Joey Barton,1,1
5,Wolverhampton Wanderers,Queens Park Rangers,Queens Park Rangers,Luke Young,1,0
5,Wolverhampton Wanderers,Queens Park Rangers,Queens Park Rangers,Patrick Kenny,1,0
5,Wolverhampton Wanderers,Queens Park Rangers,Queens Park Rangers,Shaun Derry,1,0
5,Wolverhampton Wanderers,Queens Park Rangers,Queens Park Rangers,Shaun Wright-Phillips,1,0
5,Wolverhampton Wanderers,Queens Park Rangers,Wolverhampton Wanderers,Christophe Berra,1,0
5,Wolverhampton Wanderers,Queens Park Rangers,Wolverhampton Wanderers,George Elokobi,1,0
5,Wolverhampton Wanderers,Queens Park Rangers,Wolverhampton Wanderers,Jamie O'Hara,1,0
5,Wolverhampton Wanderers,Queens Park Rangers,Wolverhampton Wanderers,Karl Henry,1,0
5,Wolverhampton Wanderers,Queens Park Rangers,Wolverhampton Wanderers,Kevin Doyle,1,0
5,Wolverhampton Wanderers,Queens Park Rangers,Wolverhampton Wanderers,Matthew Jarvis,1,0
5,Wolverhampton Wanderers,Queens Park Rangers,Wolverhampton Wanderers,Michael Kightly,1,0
5,Wolverhampton Wanderers,Queens Park Rangers,Wolverhampton Wanderers,Richard Stearman,1,0
5,Wolverhampton Wanderers,Queens Park Rangers,Wolverhampton Wanderers,Roger Johnson,1,1
5,Wolverhampton Wanderers,Queens Park Rangers,Wolverhampton Wanderers,Stephen Ward,1,0
5,Wolverhampton Wanderers,Queens Park Rangers,Wolverhampton Wanderers,Wayne Hennessey,1,0
5,Wolverhampton Wanderers,Queens Park Rangers,Queens Park Rangers,DJ Campbell,0,0
5,Wolverhampton Wanderers,Queens Park Rangers,Queens Park Rangers,Fitz Hall,0,0
5,Wolverhampton Wanderers,Queens Park Rangers,Queens Park Rangers,Tommy Smith,0,0
5,Wolverhampton Wanderers,Queens Park Rangers,Wolverhampton Wanderers,Adlène Guedioura,0,0
5,Wolverhampton Wanderers,Queens Park Rangers,Wolverhampton Wanderers,Sam Vokes,0,0
5,Wolverhampton Wanderers,Queens Park Rangers,Wolverhampton Wanderers,Stephen Hunt,0,0
6,Arsenal,Bolton Wanderers,Arsenal,Aaron Ramsey,1,0
6,Arsenal,Bolton Wanderers,Arsenal,Alexandre Song,1,0
6,Arsenal,Bolton Wanderers,Arsenal,Bacary Sagna,1,0
6,Arsenal,Bolton Wanderers,Arsenal,Gervinho,1,0
6,Arsenal,Bolton Wanderers,Arsenal,Kieran Gibbs,1,0
6,Arsenal,Bolton Wanderers,Arsenal,Laurent Koscielny,1,0
6,Arsenal,Bolton Wanderers,Arsenal,Mikel Arteta,1,0
