Matchday,Home Team,Away Team,Player's Team,Player,Starting,Captain
2,Chelsea,West Bromwich Albion,West Bromwich Albion,Steven Reid,1,0
2,Chelsea,West Bromwich Albion,West Bromwich Albion,Youssouf Mulumbu,1,0
2,Chelsea,West Bromwich Albion,Chelsea,Branislav Ivanović,0,0
2,Chelsea,West Bromwich Albion,Chelsea,Didier Drogba,0,0
2,Chelsea,West Bromwich Albion,Chelsea,Florent Malouda,0,0
2,Chelsea,West Bromwich Albion,West Bromwich Albion,Graham Dorrans,0,0
2,Chelsea,West Bromwich Albion,West Bromwich Albion,Peter Odemwingie,0,0
2,Everton,Queens Park Rangers,Everton,Jack Rodwell,1,0
2,Everton,Queens Park Rangers,Everton,Jermaine Beckford,1,0
2,Everton,Queens Park Rangers,Everton,Johnny Heitinga,1,0
2,Everton,Queens Park Rangers,Everton,Leighton Baines,1,0
2,Everton,Queens Park Rangers,Everton,Leon Osman,1,0
2,Everton,Queens Park Rangers,Everton,Phil Jagielka,1,0
2,Everton,Queens Park Rangers,Everton,Philip Neville,1,1
2,Everton,Queens Park Rangers,Everton,Ross Barkley,1,0
2,Everton,Queens Park Rangers,Everton,Sylvain Distin,1,0
2,Everton,Queens Park Rangers,Everton,Tim Cahill,1,0
2,Everton,Queens Park Rangers,Everton,Tim Howard,1,0
2,Everton,Queens Park Rangers,Queens Park Rangers,Adel Taarabt,1,1
2,Everton,Queens Park Rangers,Queens Park Rangers,Ákos Buzsáky,1,0
2,Everton,Queens Park Rangers,Queens Park Rangers,Alejandro Faurlín,1,0
2,Everton,Queens Park Rangers,Queens Park Rangers,Bradley Orr,1,0
2,Everton,Queens Park Rangers,Queens Park Rangers,Daniel Gabbidon,1,0
2,Everton,Queens Park Rangers,Queens Park Rangers,Fitz Hall,1,0
2,Everton,Queens Park Rangers,Queens Park Rangers,Matthew Connolly,1,0
2,Everton,Queens Park Rangers,Queens Park Rangers,Patrick Agyemang,1,0
2,Everton,Queens Park Rangers,Queens Park Rangers,Patrick Kenny,1,0
2,Everton,Queens Park Rangers,Queens Park Rangers,Shaun Derry,1,0
2,Everton,Queens Park Rangers,Queens Park Rangers,Tommy Smith,1,0
2,Everton,Queens Park Rangers,Everton,Louis Saha,0,0
2,Everton,Queens Park Rangers,Everton,Marouane Fellaini,0,0
2,Everton,Queens Park Rangers,Everton,Mikel Arteta,0,0
2,Everton,Queens Park Rangers,Queens Park Rangers,Hogan Ephraim,0,0
2,Everton,Queens Park Rangers,Queens Park Rangers,Jay Bothroyd,0,0
2,Manchester United,Tottenham Hotspur,Manchester United,Anderson,1,0
2,Manchester United,Tottenham Hotspur,Manchester United,Ashley Young,1,0
2,Manchester United,Tottenham Hotspur,Manchester United,Chris Smalling,1,0
2,Manchester United,Tottenham Hotspur,Manchester United,Danny Welbeck,1,0
2,Manchester United,Tottenham Hotspur,Manchester United,David de Gea,1,0
2,Manchester United,Tottenham Hotspur,Manchester United,Jonny Evans,1,0
2,Manchester United,Tottenham Hotspur,Manchester United,Nani,1,0
2,Manchester United,Tottenham Hotspur,Manchester United,Patrice Evra,1,1
2,Manchester United,Tottenham Hotspur,Manchester United,Phil Jones,1,0
2,Manchester United,Tottenham Hotspur,Manchester United,Tom Cleverley,1,0
2,Manchester United,Tottenham Hotspur,Manchester United,Wayne Rooney,1,0
2,Manchester United,Tottenham Hotspur,Tottenham Hotspur,Aaron Lennon,1,0
2,Manchester United,Tottenham Hotspur,Tottenham Hotspur,Benoît Assou-Ekotto,1,0
2,Manchester United,Tottenham Hotspur,Tottenham Hotspur,Brad Friedel,1,0
2,Manchester United,Tottenham Hotspur,Tottenham Hotspur,Gareth Bale,1,0
2,Manchester United,Tottenham Hotspur,Tottenham Hotspur,Jake Livermore,1,0
2,Manchester United,Tottenham Hotspur,Tottenham Hotspur,Jermain Defoe,1,0
2,Manchester United,Tottenham Hotspur,Tottenham Hotspur,Kyle Walker,1,0
2,Manchester United,Tottenham Hotspur,Tottenham Hotspur,Michael Dawson,1,1
2,Manchester United,Tottenham Hotspur,Tottenham Hotspur,Niko Kranjčar,1,0
2,Manchester United,Tottenham Hotspur,Tottenham Hotspur,Rafael van der Vaart,1,0
2,Manchester United,Tottenham Hotspur,Tottenham Hotspur,Younes Kaboul,1,0
2,Manchester United,Tottenham Hotspur,Manchester United,Javier Hernández,0,0
2,Manchester United,Tottenham Hotspur,Manchester United,Park Ji-Sung,0,0
2,Manchester United,Tottenham Hotspur,Manchester United,Ryan Giggs,0,0
2,Manchester United,Tottenham Hotspur,Tottenham Hotspur,Roman Pavlyuchenko,0,0
2,Manchester United,Tottenham Hotspur,Tottenham Hotspur,Tom Huddlestone,0,0
2,Manchester United,Tottenham Hotspur,Tottenham Hotspur,Vedran Ćorluka,0,0
2,Norwich City,Stoke City,Norwich City,Andrew Crofts,1,0
2,Norwich City,Stoke City,Norwich City,Anthony Pilkington,1,0
2,Norwich City,Stoke City,Norwich City,Bradley Johnson,1,0
2,Norwich City,Stoke City,Norwich City,Chris Martin,1,0
2,Norwich City,Stoke City,Norwich City,Elliott Bennett,1,0
2,Norwich City,Stoke City,Norwich City,Grant Holt,1,1
2,Norwich City,Stoke City,Norwich City,John Ruddy,1,0
2,Norwich City,Stoke City,Norwich City,Kyle Naughton,1,0
2,Norwich City,Stoke City,Norwich City,Leon Barnett,1,0
2,Norwich City,Stoke City,Norwich City,Marc Tierney,1,0
2,Norwich City,Stoke City,Norwich City,Ritchie de Laet,1,0
2,Norwich City,Stoke City,Stoke City,Asmir Begović,1,0
2,Norwich City,Stoke City,Stoke City,Dean Whitehead,1,0
2,Norwich City,Stoke City,Stoke City,Glenn Whelan,1,0
2,Norwich City,Stoke City,Stoke City,Jermaine Pennant,1,0
2,Norwich City,Stoke City,Stoke City,Jonathan Walters,1,0
2,Norwich City,Stoke City,Stoke City,Jonathan Woodgate,1,0
2,Norwich City,Stoke City,Stoke City,Kenwyne Jones,1,0
2,Norwich City,Stoke City,Stoke City,Marc Wilson,1,0
2,Norwich City,Stoke City,Stoke City,Matthew Etherington,1,0
2,Norwich City,Stoke City,Stoke City,Robert Huth,1,0
2,Norwich City,Stoke City,Stoke City,Ryan Shawcross,1,1
2,Norwich City,Stoke City,Norwich City,Andrew Surman,0,0
2,Norwich City,Stoke City,Norwich City,Daniel Ayala,0,0
2,Norwich City,Stoke City,Norwich City,Simeon Jackson,0,0
2,Norwich City,Stoke City,Stoke City,Danny Pugh,0,0
2,Norwich City,Stoke City,Stoke City,Ryan Shotton,0,0
2,Sunderland,Newcastle United,Newcastle United,Cheick Tioté,1,0
2,Sunderland,Newcastle United,Newcastle United,Danny Simpson,1,0
2,Sunderland,Newcastle United,Newcastle United,Fabricio Coloccini,1,1
2,Sunderland,Newcastle United,Newcastle United,Gabriel Obertan,1,0
2,Sunderland,Newcastle United,Newcastle United,Joey Barton,1,0
2,Sunderland,Newcastle United,Newcastle United,Jonás Gutiérrez,1,0
2,Sunderland,Newcastle United,Newcastle United,Ryan Taylor,1,0
2,Sunderland,Newcastle United,Newcastle United,Shola Ameobi,1,0
2,Sunderland,Newcastle United,Newcastle United,Steven Taylor,1,0
2,Sunderland,Newcastle United,Newcastle United,Tim Krul,1,0
2,Sunderland,Newcastle United,Newcastle United,Yohan Cabaye,1,0
2,Sunderland,Newcastle United,Sunderland,Ahmed Elmohamady,1,0
2,Sunderland,Newcastle United,Sunderland,Anton Ferdinand,1,0
2,Sunderland,Newcastle United,Sunderland,Asamoah Gyan,1,0
2,Sunderland,Newcastle United,Sunderland,Jack Colback,1,0
2,Sunderland,Newcastle United,Sunderland,Kieran Richardson,1,0
2,Sunderland,Newcastle United,Sunderland,Lee Cattermole,1,1
2,Sunderland,Newcastle United,Sunderland,Phillip Bardsley,1,0
2,Sunderland,Newcastle United,Sunderland,Sebastian Larsson,1,0
2,Sunderland,Newcastle United,Sunderland,Simon Mignolet,1,0
2,Sunderland,Newcastle United,Sunderland,Stéphane Sessègnon,1,0
2,Sunderland,Newcastle United,Sunderland,Wes Brown,1,0
2,Sunderland,Newcastle United,Newcastle United,Dan Gosling,0,0
2,Sunderland,Newcastle United,Newcastle United,Michael Williamson,0,0
2,Sunderland,Newcastle United,Sunderland,Connor Wickham,0,0
2,Sunderland,Newcastle United,Sunderland,Craig Gardner,0,0
2,Sunderland,Newcastle United,Sunderland,Ji Dong-Won,0,0
2,Swansea City,Wigan Athletic,Swansea City,Àngel Rangel,1,0
2,Swansea City,Wigan Athletic,Swansea City,Ashley Williams,1,1
2,Swansea City,Wigan Athletic,Swansea City,Danny Graham,1,0
2,Swansea City,Wigan Athletic,Swansea City,Kemy Agustien,1,0
2,Swansea City,Wigan Athletic,Swansea City,Leon Britton,1,0
2,Swansea City,Wigan Athletic,Swansea City,Michel Vorm,1,0
2,Swansea City,Wigan Athletic,Swansea City,Nathan Dyer,1,0
2,Swansea City,Wigan Athletic,Swansea City,Neil Taylor,1,0
2,Swansea City,Wigan Athletic,Swansea City,Scott Sinclair,1,0
2,Swansea City,Wigan Athletic,Swansea City,Steven Caulker,1,0
2,Swansea City,Wigan Athletic,Swansea City,Wayne Routledge,1,0
2,Swansea City,Wigan Athletic,Wigan Athletic,Ali Al-Habsi,1,0
2,Swansea City,Wigan Athletic,Wigan Athletic,Antolín Alcaraz,1,0
2,Swansea City,Wigan Athletic,Wigan Athletic,Ben Watson,1,0
2,Swansea City,Wigan Athletic,Wigan Athletic,Emmerson Boyce,1,0
2,Swansea City,Wigan Athletic,Wigan Athletic,Franco Di Santo,1,0
2,Swansea City,Wigan Athletic,Wigan Athletic,Gary Caldwell,1,1
2,Swansea City,Wigan Athletic,Wigan Athletic,James McCarthy,1,0
2,Swansea City,Wigan Athletic,Wigan Athletic,Jordi Gómez,1,0
2,Swansea City,Wigan Athletic,Wigan Athletic,Maynor Figueroa,1,0
2,Swansea City,Wigan Athletic,Wigan Athletic,Mohamed Diamé,1,0
2,Swansea City,Wigan Athletic,Wigan Athletic,Victor Moses,1,0
2,Swansea City,Wigan Athletic,Swansea City,Joe Allen,0,0
2,Swansea City,Wigan Athletic,Swansea City,Leroy Lita,0,0
2,Swansea City,Wigan Athletic,Swansea City,Stephen Dobbie,0,0
2,Swansea City,Wigan Athletic,Wigan Athletic,Hugo Rodallega,0,0
2,Swansea City,Wigan Athletic,Wigan Athletic,James McArthur,0,0
2,Swansea City,Wigan Athletic,Wigan Athletic,Ronnie Stam,0,0
2,Wolverhampton Wanderers,Fulham,Fulham,Aaron Hughes,1,0
2,Wolverhampton Wanderers,Fulham,Fulham,Andrew Johnson,1,0
2,Wolverhampton Wanderers,Fulham,Fulham,Brede Hangeland,1,0
2,Wolverhampton Wanderers,Fulham,Fulham,Clint Dempsey,1,0
2,Wolverhampton Wanderers,Fulham,Fulham,Damien Duff,1,0
2,Wolverhampton Wanderers,Fulham,Fulham,Danny Murphy,1,1
2,Wolverhampton Wanderers,Fulham,Fulham,Dickson Etuhu,1,0
2,Wolverhampton Wanderers,Fulham,Fulham,John Arne Riise,1,0
2,Wolverhampton Wanderers,Fulham,Fulham,Mark Schwarzer,1,0
2,Wolverhampton Wanderers,Fulham,Fulham,Pajtim Kasami,1,0
2,Wolverhampton Wanderers,Fulham,Fulham,Philippe Senderos,1,0
2,Wolverhampton Wanderers,Fulham,Wolverhampton Wanderers,Christophe Berra,1,0
2,Wolverhampton Wanderers,Fulham,Wolverhampton Wanderers,Jamie O'Hara,1,0
2,Wolverhampton Wanderers,Fulham,Wolverhampton Wanderers,Karl Henry,1,0
2,Wolverhampton Wanderers,Fulham,Wolverhampton Wanderers,Kevin Doyle,1,0
2,Wolverhampton Wanderers,Fulham,Wolverhampton Wanderers,Matthew Jarvis,1,0
2,Wolverhampton Wanderers,Fulham,Wolverhampton Wanderers,Richard Stearman,1,0
2,Wolverhampton Wanderers,Fulham,Wolverhampton Wanderers,Roger Johnson,1,1
2,Wolverhampton Wanderers,Fulham,Wolverhampton Wanderers,Stephen Hunt,1,0
2,Wolverhampton Wanderers,Fulham,Wolverhampton Wanderers,Stephen Ward,1,0
2,Wolverhampton Wanderers,Fulham,Wolverhampton Wanderers,Steven Fletcher,1,0
2,Wolverhampton Wanderers,Fulham,Wolverhampton Wanderers,Wayne Hennessey,1,0
2,Wolverhampton Wanderers,Fulham,Fulham,Moussa Dembélé,0,0
2,Wolverhampton Wanderers,Fulham,Fulham,Steve Sidwell,0,0
2,Wolverhampton Wanderers,Fulham,Wolverhampton Wanderers,George Elokobi,0,0
2,Wolverhampton Wanderers,Fulham,Wolverhampton Wanderers,Kevin Foley,0,0
2,Wolverhampton Wanderers,Fulham,Wolverhampton Wanderers,Michael Kightly,0,0
3,Aston Villa,Wolverhampton Wanderers,Aston Villa,Charles N'Zogbia,1,0
3,Aston Villa,Wolverhampton Wanderers,Aston Villa,Chris Herd,1,0
3,Aston Villa,Wolverhampton Wanderers,Aston Villa,Darren Bent,1,0
3,Aston Villa,Wolverhampton Wanderers,Aston Villa,Emile Heskey,1,0
3,Aston Villa,Wolverhampton Wanderers,Aston Villa,Fabian Delph,1,0
3,Aston Villa,Wolverhampton Wanderers,Aston Villa,Gabriel Agbonlahor,1,0
3,Aston Villa,Wolverhampton Wanderers,Aston Villa,James Collins,1,0
3,Aston Villa,Wolverhampton Wanderers,Aston Villa,Richard Dunne,1,0
3,Aston Villa,Wolverhampton Wanderers,Aston Villa,Shay Given,1,0
3,Aston Villa,Wolverhampton Wanderers,Aston Villa,Stephen Warnock,1,0
3,Aston Villa,Wolverhampton Wanderers,Aston Villa,Stiliyan Petrov,1,1
3,Aston Villa,Wolverhampton Wanderers,Wolverhampton Wanderers,Christophe Berra,1,0
3,Aston Villa,Wolverhampton Wanderers,Wolverhampton Wanderers,Jamie O'Hara,1,0
3,Aston Villa,Wolverhampton Wanderers,Wolverhampton Wanderers,Karl Henry,1,0
3,Aston Villa,Wolverhampton Wanderers,Wolverhampton Wanderers,Kevin Doyle,1,0
3,Aston Villa,Wolverhampton Wanderers,Wolverhampton Wanderers,Matthew Jarvis,1,0
3,Aston Villa,Wolverhampton Wanderers,Wolverhampton Wanderers,Richard Stearman,1,0
3,Aston Villa,Wolverhampton Wanderers,Wolverhampton Wanderers,Roger Johnson,1,1
3,Aston Villa,Wolverhampton Wanderers,Wolverhampton Wanderers,Stephen Hunt,1,0
3,Aston Villa,Wolverhampton Wanderers,Wolverhampton Wanderers,Stephen Ward,1,0
3,Aston Villa,Wolverhampton Wanderers,Wolverhampton Wanderers,Steven Fletcher,1,0
3,Aston Villa,Wolverhampton Wanderers,Wolverhampton Wanderers,Wayne Hennessey,1,0
3,Aston Villa,Wolverhampton Wanderers,Aston Villa,Barry Bannan,0,0
3,Aston Villa,Wolverhampton Wanderers,Aston Villa,Marc Albrighton,0,0
3,Aston Villa,Wolverhampton Wanderers,Wolverhampton Wanderers,George Elokobi,0,0
3,Aston Villa,Wolverhampton Wanderers,Wolverhampton Wanderers,Kevin Foley,0,0
3,Aston Villa,Wolverhampton Wanderers,Wolverhampton Wanderers,Sam Vokes,0,0
3,Blackburn Rovers,Everton,Blackburn Rovers,Brett Emerton,1,0
3,Blackburn Rovers,Everton,Blackburn Rovers,Christopher Samba,1,1
3,Blackburn Rovers,Everton,Blackburn Rovers,David Dunn,1,0
3,Blackburn Rovers,Everton,Blackburn Rovers,Gaël Givet,1,0
3,Blackburn Rovers,Everton,Blackburn Rovers,Jason Roberts,1,0
3,Blackburn Rovers,Everton,Blackburn Rovers,Junior Hoilett,1,0
3,Blackburn Rovers,Everton,Blackburn Rovers,Martin Olsson,1,0
3,Blackburn Rovers,Everton,Blackburn Rovers,Míchel Salgado,1,0
3,Blackburn Rovers,Everton,Blackburn Rovers,Morten Gamst Pedersen,1,0
3,Blackburn Rovers,Everton,Blackburn Rovers,Paul Robinson:1979-10-15,1,0
3,Blackburn Rovers,Everton,Blackburn Rovers,Steven N'Zonzi,1,0
3,Blackburn Rovers,Everton,Everton,Johnny Heitinga,1,0
3,Blackburn Rovers,Everton,Everton,Leighton Baines,1,0
3,Blackburn Rovers,Everton,Everton,Leon Osman,1,0
3,Blackburn Rovers,Everton,Everton,Marouane Fellaini,1,0
3,Blackburn Rovers,Everton,Everton,Mikel Arteta,1,0
3,Blackburn Rovers,Everton,Everton,Phil Jagielka,1,0
3,Blackburn Rovers,Everton,Everton,Philip Neville,1,1
3,Blackburn Rovers,Everton,Everton,Ross Barkley,1,0
3,Blackburn Rovers,Everton,Everton,Sylvain Distin,1,0
3,Blackburn Rovers,Everton,Everton,Tim Howard,1,0
3,Blackburn Rovers,Everton,Everton,Victor Anichebe,1,0
3,Blackburn Rovers,Everton,Blackburn Rovers,David Goodwillie,0,0
3,Blackburn Rovers,Everton,Blackburn Rovers,Mauro Formica,0,0
3,Blackburn Rovers,Everton,Blackburn Rovers,Radosav Petrović,0,0
3,Blackburn Rovers,Everton,Everton,Diniyar Bilyaletdinov,0,0
3,Blackburn Rovers,Everton,Everton,Jermaine Beckford,0,0
3,Blackburn Rovers,Everton,Everton,Tim Cahill,0,0
3,Chelsea,Norwich City,Chelsea,Ashley Cole,1,0
3,Chelsea,Norwich City,Chelsea,Branislav Ivanović,1,0
3,Chelsea,Norwich City,Chelsea,Didier Drogba,1,0
3,Chelsea,Norwich City,Chelsea,Fernando Torres,1,0
3,Chelsea,Norwich City,Chelsea,Florent Malouda,1,0
3,Chelsea,Norwich City,Chelsea,Frank Lampard,1,0
3,Chelsea,Norwich City,Chelsea,Hilário,1,0
3,Chelsea,Norwich City,Chelsea,John Obi Mikel,1,0
3,Chelsea,Norwich City,Chelsea,John Terry,1,1
3,Chelsea,Norwich City,Chelsea,José Bosingwa,1,0
3,Chelsea,Norwich City,Chelsea,Ramires,1,0
3,Chelsea,Norwich City,Norwich City,Andrew Crofts,1,0
3,Chelsea,Norwich City,Norwich City,Bradley Johnson,1,0
3,Chelsea,Norwich City,Norwich City,Chris Martin,1,0
3,Chelsea,Norwich City,Norwich City,Grant Holt,1,1
3,Chelsea,Norwich City,Norwich City,John Ruddy,1,0
3,Chelsea,Norwich City,Norwich City,Kyle Naughton,1,0
3,Chelsea,Norwich City,Norwich City,Leon Barnett,1,0
3,Chelsea,Norwich City,Norwich City,Marc Tierney,1,0
3,Chelsea,Norwich City,Norwich City,Ritchie de Laet,1,0
3,Chelsea,Norwich City,Norwich City,Wes Hoolahan,1,0
3,Chelsea,Norwich City,Norwich City,Zak Whitbread,1,0
3,Chelsea,Norwich City,Chelsea,Juan Mata,0,0
3,Chelsea,Norwich City,Chelsea,Nicolas Anelka,0,0
3,Chelsea,Norwich City,Chelsea,Romelu Lukaku,0,0
3,Chelsea,Norwich City,Norwich City,Anthony Pilkington,0,0
3,Chelsea,Norwich City,Norwich City,Declan Rudd,0,0
3,Chelsea,Norwich City,Norwich City,Steve Morison,0,0
3,Liverpool,Bolton Wanderers,Bolton Wanderers,Chris Eagles,1,0
3,Liverpool,Bolton Wanderers,Bolton Wanderers,Fabrice Muamba,1,0
3,Liverpool,Bolton Wanderers,Bolton Wanderers,Gary Cahill,1,0
3,Liverpool,Bolton Wanderers,Bolton Wanderers,Grétar Steinsson,1,0
3,Liverpool,Bolton Wanderers,Bolton Wanderers,Ivan Klasnić,1,0
3,Liverpool,Bolton Wanderers,Bolton Wanderers,Jussi Jääskeläinen,1,0
3,Liverpool,Bolton Wanderers,Bolton Wanderers,Kevin Davies,1,1
3,Liverpool,Bolton Wanderers,Bolton Wanderers,Martin Petrov,1,0
3,Liverpool,Bolton Wanderers,Bolton Wanderers,Nigel Reo-Coker,1,0
3,Liverpool,Bolton Wanderers,Bolton Wanderers,Paul Robinson:1978-12-14,1,0
3,Liverpool,Bolton Wanderers,Bolton Wanderers,Zat Knight,1,0
3,Liverpool,Bolton Wanderers,Liverpool,Charlie Adam,1,0
3,Liverpool,Bolton Wanderers,Liverpool,Daniel Agger,1,0
3,Liverpool,Bolton Wanderers,Liverpool,Dirk Kuyt,1,0
3,Liverpool,Bolton Wanderers,Liverpool,Jamie Carragher,1,1
3,Liverpool,Bolton Wanderers,Liverpool,Jordan Henderson,1,0
3,Liverpool,Bolton Wanderers,Liverpool,José Enrique,1,0
3,Liverpool,Bolton Wanderers,Liverpool,Pepe Reina,1,0
3,Liverpool,Bolton Wanderers,Liverpool,Lucas Leiva,1,0
3,Liverpool,Bolton Wanderers,Liverpool,Luis Suárez,1,0
3,Liverpool,Bolton Wanderers,Liverpool,Martin Kelly,1,0
3,Liverpool,Bolton Wanderers,Liverpool,Stewart Downing,1,0
3,Liverpool,Bolton Wanderers,Bolton Wanderers,Darren Pratley,0,0
3,Liverpool,Bolton Wanderers,Bolton Wanderers,Mark Davies,0,0
3,Liverpool,Bolton Wanderers,Bolton Wanderers,Tuncay,0,0
3,Liverpool,Bolton Wanderers,Liverpool,Andy Carroll,0,0
3,Liverpool,Bolton Wanderers,Liverpool,Martin Škrtel,0,0
3,Liverpool,Bolton Wanderers,Liverpool,Maxi Rodríguez,0,0
3,Manchester United,Arsenal,Arsenal,Aaron Ramsey,1,0
3,Manchester United,Arsenal,Arsenal,Andrey Arshavin,1,0
3,Manchester United,Arsenal,Arsenal,Armand Traoré,1,0
3,Manchester United,Arsenal,Arsenal,Carl Jenkinson,1,0
3,Manchester United,Arsenal,Arsenal,Francis Coquelin,1,0
3,Manchester United,Arsenal,Arsenal,Johan Djourou,1,0
3,Manchester United,Arsenal,Arsenal,Laurent Koscielny,1,0
3,Manchester United,Arsenal,Arsenal,Robin van Persie,1,1
3,Manchester United,Arsenal,Arsenal,Theo Walcott,1,0
3,Manchester United,Arsenal,Arsenal,Tomáš Rosický,1,0
3,Manchester United,Arsenal,Arsenal,Wojciech Szczęsny,1,0
3,Manchester United,Arsenal,Manchester United,Anderson,1,0
3,Manchester United,Arsenal,Manchester United,Ashley Young,1,0
3,Manchester United,Arsenal,Manchester United,Chris Smalling,1,0
3,Manchester United,Arsenal,Manchester United,Danny Welbeck,1,0
3,Manchester United,Arsenal,Manchester United,David de Gea,1,0
3,Manchester United,Arsenal,Manchester United,Jonny Evans,1,0
3,Manchester United,Arsenal,Manchester United,Nani,1,0
3,Manchester United,Arsenal,Manchester United,Patrice Evra,1,1
3,Manchester United,Arsenal,Manchester United,Phil Jones,1,0
3,Manchester United,Arsenal,Manchester United,Tom Cleverley,1,0
3,Manchester United,Arsenal,Manchester United,Wayne Rooney,1,0
3,Manchester United,Arsenal,Arsenal,Alex Oxlade-Chamberlain,0,0
3,Manchester United,Arsenal,Arsenal,Henri Lansbury,0,0
3,Manchester United,Arsenal,Arsenal,Marouane Chamakh,0,0
3,Manchester United,Arsenal,Manchester United,Javier Hernández,0,0
3,Manchester United,Arsenal,Manchester United,Park Ji-Sung,0,0
3,Manchester United,Arsenal,Manchester United,Ryan Giggs,0,0
3,Newcastle United,Fulham,Fulham,Aaron Hughes,1,0
3,Newcastle United,Fulham,Fulham,Brede Hangeland,1,0
3,Newcastle United,Fulham,Fulham,Chris Baird,1,0
3,Newcastle United,Fulham,Fulham,Clint Dempsey,1,0
3,Newcastle United,Fulham,Fulham,Damien Duff,1,0
3,Newcastle United,Fulham,Fulham,Danny Murphy,1,1
3,Newcastle United,Fulham,Fulham,Mark Schwarzer,1,0
3,Newcastle United,Fulham,Fulham,Matthew Briggs,1,0
3,Newcastle United,Fulham,Fulham,Moussa Dembélé,1,0
3,Newcastle United,Fulham,Fulham,Pajtim Kasami,1,0
3,Newcastle United,Fulham,Fulham,Steve Sidwell,1,0
3,Newcastle United,Fulham,Newcastle United,Cheick Tioté,1,0
3,Newcastle United,Fulham,Newcastle United,Danny Simpson,1,0
3,Newcastle United,Fulham,Newcastle United,Fabricio Coloccini,1,1
3,Newcastle United,Fulham,Newcastle United,Gabriel Obertan,1,0
3,Newcastle United,Fulham,Newcastle United,Jonás Gutiérrez,1,0
3,Newcastle United,Fulham,Newcastle United,Leon Best,1,0
3,Newcastle United,Fulham,Newcastle United,Peter Løvenkrands,1,0
3,Newcastle United,Fulham,Newcastle United,Ryan Taylor,1,0
3,Newcastle United,Fulham,Newcastle United,Steven Taylor,1,0
3,Newcastle United,Fulham,Newcastle United,Tim Krul,1,0
3,Newcastle United,Fulham,Newcastle United,Yohan Cabaye,1,0
3,Newcastle United,Fulham,Fulham,Andrew Johnson,0,0
3,Newcastle United,Fulham,Newcastle United,Alan Smith,0,0
3,Newcastle United,Fulham,Newcastle United,Demba Ba,0,0
3,Newcastle United,Fulham,Newcastle United,Haris Vučkić,0,0
3,Swansea City,Sunderland,Sunderland,Anton Ferdinand,1,0
3,Swansea City,Sunderland,Sunderland,Asamoah Gyan,1,0
3,Swansea City,Sunderland,Sunderland,Craig Gardner,1,0
3,Swansea City,Sunderland,Sunderland,Jack Colback,1,0
3,Swansea City,Sunderland,Sunderland,John O'Shea,1,0
3,Swansea City,Sunderland,Sunderland,Lee Cattermole,1,1
3,Swansea City,Sunderland,Sunderland,Phillip Bardsley,1,0
3,Swansea City,Sunderland,Sunderland,Sebastian Larsson,1,0
3,Swansea City,Sunderland,Sunderland,Simon Mignolet,1,0
3,Swansea City,Sunderland,Sunderland,Stéphane Sessègnon,1,0
3,Swansea City,Sunderland,Sunderland,Wes Brown,1,0
3,Swansea City,Sunderland,Swansea City,Àngel Rangel,1,0
3,Swansea City,Sunderland,Swansea City,Ashley Williams,1,1
3,Swansea City,Sunderland,Swansea City,Danny Graham,1,0
